source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[collision energy]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
AO-A791	rattus norvegicus	liver	not applicable	not available	enrichment of phosphorylated protein	1	AO-A791	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.5 Da	0.5 Da	35% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	AO-A791.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002467/AO-A791.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
AO-A833	rattus norvegicus	liver	not applicable	not available	enrichment of phosphorylated protein	1	AO-A833	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.5 Da	0.5 Da	35% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	AO-A833.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002467/AO-A833.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
AO-A809	rattus norvegicus	liver	not applicable	not available	enrichment of phosphorylated protein	1	AO-A809	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.5 Da	0.5 Da	35% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	AO-A809.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002467/AO-A809.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
AO-A884	rattus norvegicus	liver	not applicable	not available	enrichment of phosphorylated protein	1	AO-A884	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.5 Da	0.5 Da	35% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	AO-A884.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002467/AO-A884.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
AO-B042	rattus norvegicus	liver	not applicable	not available	enrichment of phosphorylated protein	1	AO-B042	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.5 Da	0.5 Da	35% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	AO-B042.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002467/AO-B042.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
AO-A879	rattus norvegicus	liver	not applicable	not available	enrichment of phosphorylated protein	1	AO-A879	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.5 Da	0.5 Da	35% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	AO-A879.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002467/AO-A879.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
TB_B13-207	rattus norvegicus	liver	not applicable	not available	enrichment of phosphorylated protein	1	TB_B13-207	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.5 Da	0.5 Da	35% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	TB_B13-207.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002467/TB_B13-207.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
AO-B039	rattus norvegicus	liver	not applicable	not available	enrichment of phosphorylated protein	1	AO-B039	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.5 Da	0.5 Da	35% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	AO-B039.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002467/AO-B039.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
AO-B049	rattus norvegicus	liver	not applicable	not available	enrichment of phosphorylated protein	1	AO-B049	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.5 Da	0.5 Da	35% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	AO-B049.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002467/AO-B049.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
AO-A811	rattus norvegicus	liver	not applicable	not available	enrichment of phosphorylated protein	1	AO-A811	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.5 Da	0.5 Da	35% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	AO-A811.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002467/AO-A811.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
TB_B13-164	rattus norvegicus	liver	not applicable	not available	enrichment of phosphorylated protein	1	TB_B13-164	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.5 Da	0.5 Da	35% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	TB_B13-164.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002467/TB_B13-164.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
TB_B13-203	rattus norvegicus	liver	not applicable	not available	enrichment of phosphorylated protein	1	TB_B13-203	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.5 Da	0.5 Da	35% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	TB_B13-203.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002467/TB_B13-203.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
AO-A799	rattus norvegicus	liver	not applicable	not available	enrichment of phosphorylated protein	1	AO-A799	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.5 Da	0.5 Da	35% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	AO-A799.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002467/AO-A799.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
TB_B13-165	rattus norvegicus	liver	not applicable	not available	enrichment of phosphorylated protein	1	TB_B13-165	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.5 Da	0.5 Da	35% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	TB_B13-165.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002467/TB_B13-165.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
AO-B036	rattus norvegicus	liver	not applicable	not available	enrichment of phosphorylated protein	1	AO-B036	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.5 Da	0.5 Da	35% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	AO-B036.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002467/AO-B036.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
AO-B062	rattus norvegicus	liver	not applicable	not available	enrichment of phosphorylated protein	1	AO-B062	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.5 Da	0.5 Da	35% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	AO-B062.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002467/AO-B062.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
AO-A834	rattus norvegicus	liver	not applicable	not available	enrichment of phosphorylated protein	1	AO-A834	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.5 Da	0.5 Da	35% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	AO-A834.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002467/AO-A834.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
AO-A794_130503012839	rattus norvegicus	liver	not applicable	not available	enrichment of phosphorylated protein	1	AO-A794_130503012839	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.5 Da	0.5 Da	35% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	AO-A794_130503012839.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002467/AO-A794_130503012839.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
AO-A797	rattus norvegicus	liver	not applicable	not available	enrichment of phosphorylated protein	1	AO-A797	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.5 Da	0.5 Da	35% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	AO-A797.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002467/AO-A797.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
AO-B026	rattus norvegicus	liver	not applicable	not available	enrichment of phosphorylated protein	1	AO-B026	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.5 Da	0.5 Da	35% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	AO-B026.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002467/AO-B026.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
AO-A805	rattus norvegicus	liver	not applicable	not available	enrichment of phosphorylated protein	1	AO-A805	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.5 Da	0.5 Da	35% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	AO-A805.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002467/AO-A805.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
AO-A781	rattus norvegicus	liver	not applicable	not available	enrichment of phosphorylated protein	1	AO-A781	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.5 Da	0.5 Da	35% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	AO-A781.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002467/AO-A781.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
AO-A840	rattus norvegicus	liver	not applicable	not available	enrichment of phosphorylated protein	1	AO-A840	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.5 Da	0.5 Da	35% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	AO-A840.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002467/AO-A840.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
TB_B13-210	rattus norvegicus	liver	not applicable	not available	enrichment of phosphorylated protein	1	TB_B13-210	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.5 Da	0.5 Da	35% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	TB_B13-210.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002467/TB_B13-210.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
AO-B066	rattus norvegicus	liver	not applicable	not available	enrichment of phosphorylated protein	1	AO-B066	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.5 Da	0.5 Da	35% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	AO-B066.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002467/AO-B066.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
AO-A876	rattus norvegicus	liver	not applicable	not available	enrichment of phosphorylated protein	1	AO-A876	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.5 Da	0.5 Da	35% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	AO-A876.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002467/AO-A876.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
AO-B048	rattus norvegicus	liver	not applicable	not available	enrichment of phosphorylated protein	1	AO-B048	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.5 Da	0.5 Da	35% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	AO-B048.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002467/AO-B048.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
TB_B13-173	rattus norvegicus	liver	not applicable	not available	enrichment of phosphorylated protein	1	TB_B13-173	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.5 Da	0.5 Da	35% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	TB_B13-173.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002467/TB_B13-173.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
AO-A779	rattus norvegicus	liver	not applicable	not available	enrichment of phosphorylated protein	1	AO-A779	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap velos;AC=MS:1001742	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	0.5 Da	0.5 Da	35% NCE	dithiothreitol (dtt)	iodoacetamide (iaa)	1	1	AO-A779.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2015/10/PXD002467/AO-A779.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	liver
