source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	characteristics[condition]	characteristics[spiked compound]	assay name	technology type	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[technical replicate]	comment[fraction identifier]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[sample preparation batch]	comment[study group]	comment[replicate provenance]	comment[sdrf version]	comment[sdrf template]	comment[annotation source]	comment[sdrf annotation tool]	comment[annotation provenance]	factor value[condition]
PXD013277_TMT10_130C	Homo sapiens	not applicable	not applicable	not applicable	1	45ug	CT=mixture;CN=Ecoli:45	PXD013277_GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr10	proteomic profiling by mass spectrometry	NT=TMT130C;AC=PRIDE:0000527	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	10 ppm	0.11 Da	2	10	NT=Data-dependent acquisition;AC=PRIDE:0000627	GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr10.raw	https://storage.jpostdb.org/JPST000562/GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr10.raw	not applicable	TMT10	One MCF7 and one Ecoli pellet; independent technical mixing/label channels 3/4/3, not cultures. Forty-one fractions belong to the same TMT pool, not independent samples.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD013277 | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7261819/fullTextXML | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7261819/supplementaryFiles | https://repository.jpostdb.org/_api/file?projectId=JPST000562&target=server&offset=0&num=50&sortKey=id&sortDir=&searchKey=&searchMode=&keyword=&fileType=&projectType=	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	45ug
PXD013277_TMT10_131	Homo sapiens	not applicable	not applicable	not applicable	1	45ug	CT=mixture;CN=Ecoli:45	PXD013277_GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr10	proteomic profiling by mass spectrometry	NT=TMT131;AC=PRIDE:0000529	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	10 ppm	0.11 Da	3	10	NT=Data-dependent acquisition;AC=PRIDE:0000627	GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr10.raw	https://storage.jpostdb.org/JPST000562/GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr10.raw	not applicable	TMT10	One MCF7 and one Ecoli pellet; independent technical mixing/label channels 3/4/3, not cultures. Forty-one fractions belong to the same TMT pool, not independent samples.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD013277 | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7261819/fullTextXML | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7261819/supplementaryFiles | https://repository.jpostdb.org/_api/file?projectId=JPST000562&target=server&offset=0&num=50&sortKey=id&sortDir=&searchKey=&searchMode=&keyword=&fileType=&projectType=	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	45ug
PXD013277_TMT10_126	Homo sapiens	not applicable	not applicable	not applicable	1	7.5ug	CT=mixture;CN=Ecoli:7.5	PXD013277_GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr09	proteomic profiling by mass spectrometry	NT=TMT126;AC=PRIDE:0000516	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	10 ppm	0.11 Da	1	9	NT=Data-dependent acquisition;AC=PRIDE:0000627	GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr09.raw	https://storage.jpostdb.org/JPST000562/GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr09.raw	not applicable	TMT10	One MCF7 and one Ecoli pellet; independent technical mixing/label channels 3/4/3, not cultures. Forty-one fractions belong to the same TMT pool, not independent samples.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD013277 | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7261819/fullTextXML | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7261819/supplementaryFiles | https://repository.jpostdb.org/_api/file?projectId=JPST000562&target=server&offset=0&num=50&sortKey=id&sortDir=&searchKey=&searchMode=&keyword=&fileType=&projectType=	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	7.5ug
PXD013277_TMT10_127N	Homo sapiens	not applicable	not applicable	not applicable	1	7.5ug	CT=mixture;CN=Ecoli:7.5	PXD013277_GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr09	proteomic profiling by mass spectrometry	NT=TMT127N;AC=PRIDE:0000519	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	10 ppm	0.11 Da	2	9	NT=Data-dependent acquisition;AC=PRIDE:0000627	GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr09.raw	https://storage.jpostdb.org/JPST000562/GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr09.raw	not applicable	TMT10	One MCF7 and one Ecoli pellet; independent technical mixing/label channels 3/4/3, not cultures. Forty-one fractions belong to the same TMT pool, not independent samples.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD013277 | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7261819/fullTextXML | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7261819/supplementaryFiles | https://repository.jpostdb.org/_api/file?projectId=JPST000562&target=server&offset=0&num=50&sortKey=id&sortDir=&searchKey=&searchMode=&keyword=&fileType=&projectType=	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	7.5ug
PXD013277_TMT10_127C	Homo sapiens	not applicable	not applicable	not applicable	1	7.5ug	CT=mixture;CN=Ecoli:7.5	PXD013277_GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr09	proteomic profiling by mass spectrometry	NT=TMT127C;AC=PRIDE:0000518	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	10 ppm	0.11 Da	3	9	NT=Data-dependent acquisition;AC=PRIDE:0000627	GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr09.raw	https://storage.jpostdb.org/JPST000562/GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr09.raw	not applicable	TMT10	One MCF7 and one Ecoli pellet; independent technical mixing/label channels 3/4/3, not cultures. Forty-one fractions belong to the same TMT pool, not independent samples.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD013277 | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7261819/fullTextXML | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7261819/supplementaryFiles | https://repository.jpostdb.org/_api/file?projectId=JPST000562&target=server&offset=0&num=50&sortKey=id&sortDir=&searchKey=&searchMode=&keyword=&fileType=&projectType=	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	7.5ug
PXD013277_TMT10_128N	Homo sapiens	not applicable	not applicable	not applicable	1	15ug	CT=mixture;CN=Ecoli:15	PXD013277_GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr09	proteomic profiling by mass spectrometry	NT=TMT128N;AC=PRIDE:0000522	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	10 ppm	0.11 Da	1	9	NT=Data-dependent acquisition;AC=PRIDE:0000627	GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr09.raw	https://storage.jpostdb.org/JPST000562/GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr09.raw	not applicable	TMT10	One MCF7 and one Ecoli pellet; independent technical mixing/label channels 3/4/3, not cultures. Forty-one fractions belong to the same TMT pool, not independent samples.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD013277 | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7261819/fullTextXML | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7261819/supplementaryFiles | https://repository.jpostdb.org/_api/file?projectId=JPST000562&target=server&offset=0&num=50&sortKey=id&sortDir=&searchKey=&searchMode=&keyword=&fileType=&projectType=	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	15ug
PXD013277_TMT10_128C	Homo sapiens	not applicable	not applicable	not applicable	1	15ug	CT=mixture;CN=Ecoli:15	PXD013277_GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr09	proteomic profiling by mass spectrometry	NT=TMT128C;AC=PRIDE:0000521	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	10 ppm	0.11 Da	2	9	NT=Data-dependent acquisition;AC=PRIDE:0000627	GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr09.raw	https://storage.jpostdb.org/JPST000562/GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr09.raw	not applicable	TMT10	One MCF7 and one Ecoli pellet; independent technical mixing/label channels 3/4/3, not cultures. Forty-one fractions belong to the same TMT pool, not independent samples.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD013277 | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7261819/fullTextXML | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7261819/supplementaryFiles | https://repository.jpostdb.org/_api/file?projectId=JPST000562&target=server&offset=0&num=50&sortKey=id&sortDir=&searchKey=&searchMode=&keyword=&fileType=&projectType=	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	15ug
PXD013277_TMT10_129N	Homo sapiens	not applicable	not applicable	not applicable	1	15ug	CT=mixture;CN=Ecoli:15	PXD013277_GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr09	proteomic profiling by mass spectrometry	NT=TMT129N;AC=PRIDE:0000525	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	10 ppm	0.11 Da	3	9	NT=Data-dependent acquisition;AC=PRIDE:0000627	GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr09.raw	https://storage.jpostdb.org/JPST000562/GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr09.raw	not applicable	TMT10	One MCF7 and one Ecoli pellet; independent technical mixing/label channels 3/4/3, not cultures. Forty-one fractions belong to the same TMT pool, not independent samples.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD013277 | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7261819/fullTextXML | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7261819/supplementaryFiles | https://repository.jpostdb.org/_api/file?projectId=JPST000562&target=server&offset=0&num=50&sortKey=id&sortDir=&searchKey=&searchMode=&keyword=&fileType=&projectType=	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	15ug
PXD013277_TMT10_129C	Homo sapiens	not applicable	not applicable	not applicable	1	15ug	CT=mixture;CN=Ecoli:15	PXD013277_GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr09	proteomic profiling by mass spectrometry	NT=TMT129C;AC=PRIDE:0000524	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	10 ppm	0.11 Da	4	9	NT=Data-dependent acquisition;AC=PRIDE:0000627	GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr09.raw	https://storage.jpostdb.org/JPST000562/GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr09.raw	not applicable	TMT10	One MCF7 and one Ecoli pellet; independent technical mixing/label channels 3/4/3, not cultures. Forty-one fractions belong to the same TMT pool, not independent samples.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD013277 | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7261819/fullTextXML | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7261819/supplementaryFiles | https://repository.jpostdb.org/_api/file?projectId=JPST000562&target=server&offset=0&num=50&sortKey=id&sortDir=&searchKey=&searchMode=&keyword=&fileType=&projectType=	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	15ug
PXD013277_TMT10_130N	Homo sapiens	not applicable	not applicable	not applicable	1	45ug	CT=mixture;CN=Ecoli:45	PXD013277_GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr09	proteomic profiling by mass spectrometry	NT=TMT130N;AC=PRIDE:0000528	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	10 ppm	0.11 Da	1	9	NT=Data-dependent acquisition;AC=PRIDE:0000627	GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr09.raw	https://storage.jpostdb.org/JPST000562/GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr09.raw	not applicable	TMT10	One MCF7 and one Ecoli pellet; independent technical mixing/label channels 3/4/3, not cultures. Forty-one fractions belong to the same TMT pool, not independent samples.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD013277 | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7261819/fullTextXML | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7261819/supplementaryFiles | https://repository.jpostdb.org/_api/file?projectId=JPST000562&target=server&offset=0&num=50&sortKey=id&sortDir=&searchKey=&searchMode=&keyword=&fileType=&projectType=	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	45ug
PXD013277_TMT10_130C	Homo sapiens	not applicable	not applicable	not applicable	1	45ug	CT=mixture;CN=Ecoli:45	PXD013277_GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr09	proteomic profiling by mass spectrometry	NT=TMT130C;AC=PRIDE:0000527	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	10 ppm	0.11 Da	2	9	NT=Data-dependent acquisition;AC=PRIDE:0000627	GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr09.raw	https://storage.jpostdb.org/JPST000562/GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr09.raw	not applicable	TMT10	One MCF7 and one Ecoli pellet; independent technical mixing/label channels 3/4/3, not cultures. Forty-one fractions belong to the same TMT pool, not independent samples.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD013277 | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7261819/fullTextXML | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7261819/supplementaryFiles | https://repository.jpostdb.org/_api/file?projectId=JPST000562&target=server&offset=0&num=50&sortKey=id&sortDir=&searchKey=&searchMode=&keyword=&fileType=&projectType=	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	45ug
PXD013277_TMT10_131	Homo sapiens	not applicable	not applicable	not applicable	1	45ug	CT=mixture;CN=Ecoli:45	PXD013277_GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr09	proteomic profiling by mass spectrometry	NT=TMT131;AC=PRIDE:0000529	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	10 ppm	0.11 Da	3	9	NT=Data-dependent acquisition;AC=PRIDE:0000627	GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr09.raw	https://storage.jpostdb.org/JPST000562/GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr09.raw	not applicable	TMT10	One MCF7 and one Ecoli pellet; independent technical mixing/label channels 3/4/3, not cultures. Forty-one fractions belong to the same TMT pool, not independent samples.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD013277 | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7261819/fullTextXML | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7261819/supplementaryFiles | https://repository.jpostdb.org/_api/file?projectId=JPST000562&target=server&offset=0&num=50&sortKey=id&sortDir=&searchKey=&searchMode=&keyword=&fileType=&projectType=	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	45ug
PXD013277_TMT10_126	Homo sapiens	not applicable	not applicable	not applicable	1	7.5ug	CT=mixture;CN=Ecoli:7.5	PXD013277_GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr08	proteomic profiling by mass spectrometry	NT=TMT126;AC=PRIDE:0000516	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	10 ppm	0.11 Da	1	8	NT=Data-dependent acquisition;AC=PRIDE:0000627	GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr08.raw	https://storage.jpostdb.org/JPST000562/GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr08.raw	not applicable	TMT10	One MCF7 and one Ecoli pellet; independent technical mixing/label channels 3/4/3, not cultures. Forty-one fractions belong to the same TMT pool, not independent samples.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD013277 | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7261819/fullTextXML | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7261819/supplementaryFiles | https://repository.jpostdb.org/_api/file?projectId=JPST000562&target=server&offset=0&num=50&sortKey=id&sortDir=&searchKey=&searchMode=&keyword=&fileType=&projectType=	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	7.5ug
PXD013277_TMT10_127N	Homo sapiens	not applicable	not applicable	not applicable	1	7.5ug	CT=mixture;CN=Ecoli:7.5	PXD013277_GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr08	proteomic profiling by mass spectrometry	NT=TMT127N;AC=PRIDE:0000519	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	10 ppm	0.11 Da	2	8	NT=Data-dependent acquisition;AC=PRIDE:0000627	GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr08.raw	https://storage.jpostdb.org/JPST000562/GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr08.raw	not applicable	TMT10	One MCF7 and one Ecoli pellet; independent technical mixing/label channels 3/4/3, not cultures. Forty-one fractions belong to the same TMT pool, not independent samples.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD013277 | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7261819/fullTextXML | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7261819/supplementaryFiles | https://repository.jpostdb.org/_api/file?projectId=JPST000562&target=server&offset=0&num=50&sortKey=id&sortDir=&searchKey=&searchMode=&keyword=&fileType=&projectType=	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	7.5ug
PXD013277_TMT10_127C	Homo sapiens	not applicable	not applicable	not applicable	1	7.5ug	CT=mixture;CN=Ecoli:7.5	PXD013277_GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr08	proteomic profiling by mass spectrometry	NT=TMT127C;AC=PRIDE:0000518	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	10 ppm	0.11 Da	3	8	NT=Data-dependent acquisition;AC=PRIDE:0000627	GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr08.raw	https://storage.jpostdb.org/JPST000562/GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr08.raw	not applicable	TMT10	One MCF7 and one Ecoli pellet; independent technical mixing/label channels 3/4/3, not cultures. Forty-one fractions belong to the same TMT pool, not independent samples.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD013277 | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7261819/fullTextXML | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7261819/supplementaryFiles | https://repository.jpostdb.org/_api/file?projectId=JPST000562&target=server&offset=0&num=50&sortKey=id&sortDir=&searchKey=&searchMode=&keyword=&fileType=&projectType=	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	7.5ug
PXD013277_TMT10_128N	Homo sapiens	not applicable	not applicable	not applicable	1	15ug	CT=mixture;CN=Ecoli:15	PXD013277_GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr08	proteomic profiling by mass spectrometry	NT=TMT128N;AC=PRIDE:0000522	NT=Q Exactive HF;AC=MS:1002523	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	10 ppm	0.11 Da	1	8	NT=Data-dependent acquisition;AC=PRIDE:0000627	GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr08.raw	https://storage.jpostdb.org/JPST000562/GMHJYZ_DeqMSvalidation_300ug_TMT10_IPG3-10_fr08.raw	not applicable	TMT10	One MCF7 and one Ecoli pellet; independent technical mixing/label channels 3/4/3, not cultures. Forty-one fractions belong to the same TMT pool, not independent samples.	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD013277 | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7261819/fullTextXML | https://www.ebi.ac.uk/europepmc/webservices/rest/PMC7261819/supplementaryFiles | https://repository.jpostdb.org/_api/file?projectId=JPST000562&target=server&offset=0&num=50&sortKey=id&sortDir=&searchKey=&searchMode=&keyword=&fileType=&projectType=	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	15ug
