source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
Nitrate_20mM-R8	Nitrate_20mM-R8	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_20mM-R8	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_20mM-R8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_2mM-R2	Nitrate_2mM-R2	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_2mM-R2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_2mM-R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_2mM-R3	Nitrate_2mM-R3	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_2mM-R3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_2mM-R3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_2mM-R4	Nitrate_2mM-R4	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_2mM-R4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_2mM-R4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_2mM-R5	Nitrate_2mM-R5	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_2mM-R5	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_2mM-R5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_2mM-R6	Nitrate_2mM-R6	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_2mM-R6	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_2mM-R6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_2mM-R7	Nitrate_2mM-R7	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_2mM-R7	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_2mM-R7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_40mM-R1	Nitrate_40mM-R1	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_40mM-R1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_40mM-R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_40mM-R3	Nitrate_40mM-R3	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_40mM-R3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_40mM-R3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_40mM-R5	Nitrate_40mM-R5	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_40mM-R5	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_40mM-R5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_40mM-R7	Nitrate_40mM-R7	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_40mM-R7	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_40mM-R7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_40mM-R8	Nitrate_40mM-R8	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_40mM-R8	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_40mM-R8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_4mM-R1	Nitrate_4mM-R1	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_4mM-R1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_4mM-R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_4mM-R2	Nitrate_4mM-R2	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_4mM-R2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_4mM-R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_4mM-R3	Nitrate_4mM-R3	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_4mM-R3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_4mM-R3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_4mM-R4	Nitrate_4mM-R4	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_4mM-R4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_4mM-R4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_4mM-R6	Nitrate_4mM-R6	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_4mM-R6	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_4mM-R6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_8mM-R1	Nitrate_8mM-R1	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_8mM-R1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_8mM-R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_8mM-R2	Nitrate_8mM-R2	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_8mM-R2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_8mM-R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_8mM-R4	Nitrate_8mM-R4	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_8mM-R4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_8mM-R4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_8mM-R7	Nitrate_8mM-R7	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_8mM-R7	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_8mM-R7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_8mM-R8	Nitrate_8mM-R8	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_8mM-R8	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_8mM-R8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_T0-R1	Nitrate_T0-R1	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_T0-R1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_T0-R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_T0-R2	Nitrate_T0-R2	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_T0-R2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_T0-R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_T0-R3	Nitrate_T0-R3	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_T0-R3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_T0-R3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_T0-R5	Nitrate_T0-R5	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_T0-R5	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_T0-R5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_T0-R6	Nitrate_T0-R6	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_T0-R6	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_T0-R6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_T0-R7	Nitrate_T0-R7	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_T0-R7	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_T0-R7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
Nitrate_T0-R8	Nitrate_T0-R8	Acidovorax sp.	wastewater	not applicable	not available	Nitrite_toxicity_drives_nitrous_oxide_accumulation_in_a_cooperative_denitrifying_synthetic_community	wastewater	wastewater	not available	not available	not available	not available	wastewater microbiome	1	Nitrate_T0-R8	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=label free sample;AC=MS:1002038	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Trypsin;AC=MS:1001251	NT=collision-induced dissociation;AC=MS:1000133	1	1	Nitrate_T0-R8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation	wastewater
