source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	characteristics[disease]	characteristics[material type]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[genotype]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[ms1 scan range]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	factor value[genotype]	factor value[organism part]
larva_tim14_rep3	Drosophila melanogaster	whole body	3	not applicable	whole organism	third instar larva stage	not available	tim14 heterozygous mutant (BDSC 17682)/+; tamas[D263A]/tamas[D263A]	20220219_EXPL4_FAS_SA_S669_Dm_L_TIM14_D8_rep3_Evo44_88min_40w	proteomic profiling by mass spectrometry	1	20220219_EXPL4_FAS_SA_S669_Dm_L_TIM14_D8_rep3_Evo44_88min_40w.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1300m/z	300	1300	not available	tim14 heterozygous mutant (BDSC 17682)/+; tamas[D263A]/tamas[D263A]	whole body
larva_tim14_rep4	Drosophila melanogaster	whole body	4	not applicable	whole organism	third instar larva stage	not available	tim14 heterozygous mutant (BDSC 17682)/+; tamas[D263A]/tamas[D263A]	20220219_EXPL4_FAS_SA_S669_Dm_L_TIM14_E8_rep4_Evo56_88min_40w	proteomic profiling by mass spectrometry	1	20220219_EXPL4_FAS_SA_S669_Dm_L_TIM14_E8_rep4_Evo56_88min_40w.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1300m/z	300	1300	not available	tim14 heterozygous mutant (BDSC 17682)/+; tamas[D263A]/tamas[D263A]	whole body
larva_tamas_rep1	Drosophila melanogaster	whole body	1	not applicable	whole organism	third instar larva stage	wDah	tamas wild-type genomic rescue at the tamas attP locus (tamas control)	20220219_EXPL4_FAS_SA_S669_Dm_L_Tamas_E6_rep1_Evo54_88min_40w	proteomic profiling by mass spectrometry	1	20220219_EXPL4_FAS_SA_S669_Dm_L_Tamas_E6_rep1_Evo54_88min_40w.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1300m/z	300	1300	not available	tamas wild-type genomic rescue at the tamas attP locus (tamas control)	whole body
larva_tamas_rep2	Drosophila melanogaster	whole body	2	not applicable	whole organism	third instar larva stage	wDah	tamas wild-type genomic rescue at the tamas attP locus (tamas control)	20220219_EXPL4_FAS_SA_S669_Dm_L_Tamas_F6_rep2_Evo66_88min_40w	proteomic profiling by mass spectrometry	1	20220219_EXPL4_FAS_SA_S669_Dm_L_Tamas_F6_rep2_Evo66_88min_40w.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1300m/z	300	1300	not available	tamas wild-type genomic rescue at the tamas attP locus (tamas control)	whole body
larva_tamas_rep3	Drosophila melanogaster	whole body	3	not applicable	whole organism	third instar larva stage	wDah	tamas wild-type genomic rescue at the tamas attP locus (tamas control)	20220219_EXPL4_FAS_SA_S669_Dm_L_Tamas_G6_rep3_Evo78_88min_40w	proteomic profiling by mass spectrometry	1	20220219_EXPL4_FAS_SA_S669_Dm_L_Tamas_G6_rep3_Evo78_88min_40w.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1300m/z	300	1300	not available	tamas wild-type genomic rescue at the tamas attP locus (tamas control)	whole body
larva_tamas_rep4	Drosophila melanogaster	whole body	4	not applicable	whole organism	third instar larva stage	wDah	tamas wild-type genomic rescue at the tamas attP locus (tamas control)	20220219_EXPL4_FAS_SA_S669_Dm_L_Tamas_H6_rep4_Evo90_88min_40w	proteomic profiling by mass spectrometry	1	20220219_EXPL4_FAS_SA_S669_Dm_L_Tamas_H6_rep4_Evo90_88min_40w.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1300m/z	300	1300	not available	tamas wild-type genomic rescue at the tamas attP locus (tamas control)	whole body
larva_mut_rep4	Drosophila melanogaster	whole body	4	not applicable	whole organism	third instar larva stage	wDah	tamas[D263A]/tamas[D263A] (POLgamma exo-, homozygous mtDNA mutator)	20220219_EXPL4_FAS_SA_S669_Dm_L_mut_H7_rep4_Evo91_88min_40w	proteomic profiling by mass spectrometry	1	20220219_EXPL4_FAS_SA_S669_Dm_L_mut_H7_rep4_Evo91_88min_40w.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1300m/z	300	1300	not available	tamas[D263A]/tamas[D263A] (POLgamma exo-, homozygous mtDNA mutator)	whole body
larva_wdah_rep3	Drosophila melanogaster	whole body	3	not applicable	whole organism	third instar larva stage	wDah	wDah control	20220219_EXPL4_FAS_SA_S669_Dm_L_wDah_A8_rep3_Evo8_88min_40w	proteomic profiling by mass spectrometry	1	20220219_EXPL4_FAS_SA_S669_Dm_L_wDah_A8_rep3_Evo8_88min_40w.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1300m/z	300	1300	not available	wDah control	whole body
larva_wdah_rep2	Drosophila melanogaster	whole body	2	not applicable	whole organism	third instar larva stage	wDah	wDah control	20220219_EXPL4_FAS_SA_S669_Dm_L_wDah_C7_rep2_Evo31_88min_40w	proteomic profiling by mass spectrometry	1	20220219_EXPL4_FAS_SA_S669_Dm_L_wDah_C7_rep2_Evo31_88min_40w.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1300m/z	300	1300	not available	wDah control	whole body
larva_wdah_rep1	Drosophila melanogaster	whole body	1	not applicable	whole organism	third instar larva stage	wDah	wDah control	20220219_EXPL4_FAS_SA_S669_Dm_L_wDah_D6_rep1_Evo42_88min_40w	proteomic profiling by mass spectrometry	1	20220219_EXPL4_FAS_SA_S669_Dm_L_wDah_D6_rep1_Evo42_88min_40w.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1300m/z	300	1300	not available	wDah control	whole body
larva_wdah_rep4	Drosophila melanogaster	whole body	4	not applicable	whole organism	third instar larva stage	wDah	wDah control	20220219_EXPL4_FAS_SA_S669_Dm_L_wDah_F8_rep4_Evo68_88min_40w	proteomic profiling by mass spectrometry	1	20220219_EXPL4_FAS_SA_S669_Dm_L_wDah_F8_rep4_Evo68_88min_40w.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1300m/z	300	1300	not available	wDah control	whole body
larva_w1118	Drosophila melanogaster	whole body	1	not applicable	whole organism	not available	w1118	w[1118]	20230404_EXPL4_FAS_SA_S669_Dm_w1118_Evo65_88min_40w_1	proteomic profiling by mass spectrometry	1	20230404_EXPL4_FAS_SA_S669_Dm_w1118_Evo65_88min_40w_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1300m/z	300	1300	not available	w[1118]	whole body
larva_w1118	Drosophila melanogaster	whole body	1	not applicable	whole organism	not available	w1118	w[1118]	20230404_EXPL4_FAS_SA_S669_Dm_w1118_Evo65_88min_40w_2	proteomic profiling by mass spectrometry	2	20230404_EXPL4_FAS_SA_S669_Dm_w1118_Evo65_88min_40w_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1300m/z	300	1300	not available	w[1118]	whole body
larva_w1118	Drosophila melanogaster	whole body	1	not applicable	whole organism	not available	w1118	w[1118]	20230404_EXPL4_FAS_SA_S669_Dm_w1118_Evo65_88min_40w_3	proteomic profiling by mass spectrometry	3	20230404_EXPL4_FAS_SA_S669_Dm_w1118_Evo65_88min_40w_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1300m/z	300	1300	not available	w[1118]	whole body
larva_w1118	Drosophila melanogaster	whole body	1	not applicable	whole organism	not available	w1118	w[1118]	20230404_EXPL4_FAS_SA_S669_Dm_w1118_Evo65_88min_40w_4	proteomic profiling by mass spectrometry	4	20230404_EXPL4_FAS_SA_S669_Dm_w1118_Evo65_88min_40w_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25.5% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1300m/z	300	1300	not available	w[1118]	whole body
