source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[sex]	characteristics[age]	characteristics[biological replicate]	characteristics[material type]	assay name	technology type	comment[fractionation method]	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[proteomics data acquisition method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[proteomics data acquisition method]	factor value[instrument]
Sample GroupC HpH rep2	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	2	cell	run 78	proteomic profiling by mass spectrometry	high pH reversed-phase	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	2	1	20140418_QE7_UPLC9_RJC_DEV_HeLaFrac2_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupC HpH rep1	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 79	proteomic profiling by mass spectrometry	high pH reversed-phase	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	3	1	20140418_QE7_UPLC9_RJC_DEV_HeLaFrac3_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupC HpH rep2	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	2	cell	run 80	proteomic profiling by mass spectrometry	high pH reversed-phase	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	3	1	20140418_QE7_UPLC9_RJC_DEV_HeLaFrac3_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupC HpH rep1	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 81	proteomic profiling by mass spectrometry	high pH reversed-phase	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	4	1	20140418_QE7_UPLC9_RJC_DEV_HeLaFrac4_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupC HpH rep2	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	2	cell	run 82	proteomic profiling by mass spectrometry	high pH reversed-phase	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	4	1	20140418_QE7_UPLC9_RJC_DEV_HeLaFrac4_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupC HpH rep1	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 83	proteomic profiling by mass spectrometry	high pH reversed-phase	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	5	1	20140418_QE7_UPLC9_RJC_DEV_HeLaFrac5_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupC HpH rep2	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	2	cell	run 84	proteomic profiling by mass spectrometry	high pH reversed-phase	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	5	1	20140418_QE7_UPLC9_RJC_DEV_HeLaFrac5_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupC HpH rep1	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 85	proteomic profiling by mass spectrometry	high pH reversed-phase	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	6	1	20140418_QE7_UPLC9_RJC_DEV_HeLaFrac6_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupC HpH rep2	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	2	cell	run 86	proteomic profiling by mass spectrometry	high pH reversed-phase	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	6	1	20140418_QE7_UPLC9_RJC_DEV_HeLaFrac6_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupC HpH rep1	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 87	proteomic profiling by mass spectrometry	high pH reversed-phase	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	7	1	20140418_QE7_UPLC9_RJC_DEV_HeLaFrac7_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupC HpH rep2	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	2	cell	run 88	proteomic profiling by mass spectrometry	high pH reversed-phase	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	7	1	20140418_QE7_UPLC9_RJC_DEV_HeLaFrac7_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupC HpH rep1	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 89	proteomic profiling by mass spectrometry	high pH reversed-phase	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	8	1	20140418_QE7_UPLC9_RJC_DEV_HeLaFrac8_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupC HpH rep2	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	2	cell	run 90	proteomic profiling by mass spectrometry	high pH reversed-phase	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	8	1	20140418_QE7_UPLC9_RJC_DEV_HeLaFrac8_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupC HpH rep1	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 91	proteomic profiling by mass spectrometry	high pH reversed-phase	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	9	1	20140418_QE7_UPLC9_RJC_DEV_HeLaFrac9_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupC HpH rep2	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	2	cell	run 92	proteomic profiling by mass spectrometry	high pH reversed-phase	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	9	1	20140418_QE7_UPLC9_RJC_DEV_HeLaFrac9_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupC HpH rep1	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 93	proteomic profiling by mass spectrometry	high pH reversed-phase	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	10	1	20140418_QE7_UPLC9_RJC_DEV_HeLaFrac10_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupC HpH rep2	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	2	cell	run 94	proteomic profiling by mass spectrometry	high pH reversed-phase	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	10	1	20140418_QE7_UPLC9_RJC_DEV_HeLaFrac10_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupC HpH rep1	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 95	proteomic profiling by mass spectrometry	high pH reversed-phase	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	11	1	20140418_QE7_UPLC9_RJC_DEV_HeLaFrac11_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupC HpH rep2	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	2	cell	run 96	proteomic profiling by mass spectrometry	high pH reversed-phase	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	11	1	20140418_QE7_UPLC9_RJC_DEV_HeLaFrac11_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupC HpH rep1	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 97	proteomic profiling by mass spectrometry	high pH reversed-phase	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	12	1	20140418_QE7_UPLC9_RJC_DEV_HeLaFrac12_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupC HpH rep2	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	2	cell	run 98	proteomic profiling by mass spectrometry	high pH reversed-phase	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	12	1	20140418_QE7_UPLC9_RJC_DEV_HeLaFrac12_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupC HpH rep1	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 99	proteomic profiling by mass spectrometry	high pH reversed-phase	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	13	1	20140418_QE7_UPLC9_RJC_DEV_HeLaFrac13_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupC HpH rep2	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	2	cell	run 100	proteomic profiling by mass spectrometry	high pH reversed-phase	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	13	1	20140418_QE7_UPLC9_RJC_DEV_HeLaFrac13_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupC HpH rep1	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 101	proteomic profiling by mass spectrometry	high pH reversed-phase	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	14	1	20140418_QE7_UPLC9_RJC_DEV_HeLaFrac14_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupC HpH rep2	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	2	cell	run 102	proteomic profiling by mass spectrometry	high pH reversed-phase	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	not applicable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	14	1	20140418_QE7_UPLC9_RJC_DEV_HeLaFrac14_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
Sample GroupD phospho fast	Homo sapiens	uterine cervix	cervical adenocarcinoma	epithelial cell	HeLa	CVCL_0030	HeLa	female	31Y	1	cell	run 103	proteomic profiling by mass spectrometry	not applicable	AC=MS:1002523;NT=Q Exactive HF	AC=MS:1002038;NT=label free sample	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;PP=Peptide N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	4.5 ppm	20 ppm	Data-Dependent Acquisition	1	1	20140528_QE7_UPLC9_RJC_DEV_Exp10_phospho_fast_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	Data-Dependent Acquisition	AC=MS:1002523;NT=Q Exactive HF
