source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	characteristics[condition]	characteristics[spiked compound]	characteristics[spiked compound]	assay name	technology type	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[technical replicate]	comment[fraction identifier]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[study group]	comment[replicate provenance]	comment[search parameter source]	comment[sdrf version]	comment[sdrf template]	comment[annotation source]	comment[sdrf annotation tool]	comment[annotation provenance]	factor value[condition]
PXD003841_TG_UPS1_1fmol_prep3	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1	TG_UPS1_1fmol	CT=mixture;CN=UPS1 standard;SP=Homo sapiens;QY=1 fmol	not applicable	PXD003841_QE06967	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Variable	not available	20 ppm	3	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QE06967.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/10/PXD003841/QE06967.raw	TG	triplicate sample preparations per dose and protocol; preparation numbers from author Experiment column; no biological replication claimed	Author-deposited Tube-gel-txt.zip summary.txt and parameters.txt; precursor tolerance not recorded	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD003841 | https://doi.org/10.1002/pmic.201600288	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	TG_UPS1_1fmol
PXD003841_TG_UPS1_2.5fmol_prep1	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1	TG_UPS1_2.5fmol	CT=mixture;CN=UPS1 standard;SP=Homo sapiens;QY=2.5 fmol	not applicable	PXD003841_QE07037	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Variable	not available	20 ppm	1	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QE07037.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/10/PXD003841/QE07037.raw	TG	triplicate sample preparations per dose and protocol; preparation numbers from author Experiment column; no biological replication claimed	Author-deposited Tube-gel-txt.zip summary.txt and parameters.txt; precursor tolerance not recorded	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD003841 | https://doi.org/10.1002/pmic.201600288	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	TG_UPS1_2.5fmol
PXD003841_TG_UPS1_2.5fmol_prep2	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1	TG_UPS1_2.5fmol	CT=mixture;CN=UPS1 standard;SP=Homo sapiens;QY=2.5 fmol	not applicable	PXD003841_QE06931	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Variable	not available	20 ppm	2	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QE06931.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/10/PXD003841/QE06931.raw	TG	triplicate sample preparations per dose and protocol; preparation numbers from author Experiment column; no biological replication claimed	Author-deposited Tube-gel-txt.zip summary.txt and parameters.txt; precursor tolerance not recorded	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD003841 | https://doi.org/10.1002/pmic.201600288	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	TG_UPS1_2.5fmol
PXD003841_TG_UPS1_2.5fmol_prep3	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1	TG_UPS1_2.5fmol	CT=mixture;CN=UPS1 standard;SP=Homo sapiens;QY=2.5 fmol	not applicable	PXD003841_QE07005	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Variable	not available	20 ppm	3	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QE07005.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/10/PXD003841/QE07005.raw	TG	triplicate sample preparations per dose and protocol; preparation numbers from author Experiment column; no biological replication claimed	Author-deposited Tube-gel-txt.zip summary.txt and parameters.txt; precursor tolerance not recorded	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD003841 | https://doi.org/10.1002/pmic.201600288	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	TG_UPS1_2.5fmol
PXD003841_TG_UPS1_25fmol_prep1	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1	TG_UPS1_25fmol	CT=mixture;CN=UPS1 standard;SP=Homo sapiens;QY=25 fmol	not applicable	PXD003841_QE07046	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Variable	not available	20 ppm	1	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QE07046.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/10/PXD003841/QE07046.raw	TG	triplicate sample preparations per dose and protocol; preparation numbers from author Experiment column; no biological replication claimed	Author-deposited Tube-gel-txt.zip summary.txt and parameters.txt; precursor tolerance not recorded	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD003841 | https://doi.org/10.1002/pmic.201600288	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	TG_UPS1_25fmol
PXD003841_TG_UPS1_25fmol_prep2	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1	TG_UPS1_25fmol	CT=mixture;CN=UPS1 standard;SP=Homo sapiens;QY=25 fmol	not applicable	PXD003841_QE06951	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Variable	not available	20 ppm	2	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QE06951.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/10/PXD003841/QE06951.raw	TG	triplicate sample preparations per dose and protocol; preparation numbers from author Experiment column; no biological replication claimed	Author-deposited Tube-gel-txt.zip summary.txt and parameters.txt; precursor tolerance not recorded	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD003841 | https://doi.org/10.1002/pmic.201600288	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	TG_UPS1_25fmol
PXD003841_TG_UPS1_25fmol_prep3	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1	TG_UPS1_25fmol	CT=mixture;CN=UPS1 standard;SP=Homo sapiens;QY=25 fmol	not applicable	PXD003841_QE06993	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Variable	not available	20 ppm	3	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QE06993.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/10/PXD003841/QE06993.raw	TG	triplicate sample preparations per dose and protocol; preparation numbers from author Experiment column; no biological replication claimed	Author-deposited Tube-gel-txt.zip summary.txt and parameters.txt; precursor tolerance not recorded	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD003841 | https://doi.org/10.1002/pmic.201600288	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	TG_UPS1_25fmol
PXD003841_TG_UPS1_5fmol_prep1	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1	TG_UPS1_5fmol	CT=mixture;CN=UPS1 standard;SP=Homo sapiens;QY=5 fmol	not applicable	PXD003841_QE07042	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Variable	not available	20 ppm	1	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QE07042.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/10/PXD003841/QE07042.raw	TG	triplicate sample preparations per dose and protocol; preparation numbers from author Experiment column; no biological replication claimed	Author-deposited Tube-gel-txt.zip summary.txt and parameters.txt; precursor tolerance not recorded	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD003841 | https://doi.org/10.1002/pmic.201600288	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	TG_UPS1_5fmol
PXD003841_TG_UPS1_5fmol_prep2	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1	TG_UPS1_5fmol	CT=mixture;CN=UPS1 standard;SP=Homo sapiens;QY=5 fmol	not applicable	PXD003841_QE06925	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Variable	not available	20 ppm	2	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QE06925.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/10/PXD003841/QE06925.raw	TG	triplicate sample preparations per dose and protocol; preparation numbers from author Experiment column; no biological replication claimed	Author-deposited Tube-gel-txt.zip summary.txt and parameters.txt; precursor tolerance not recorded	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD003841 | https://doi.org/10.1002/pmic.201600288	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	TG_UPS1_5fmol
PXD003841_TG_UPS1_5fmol_prep3	Saccharomyces cerevisiae	not applicable	not applicable	not applicable	1	TG_UPS1_5fmol	CT=mixture;CN=UPS1 standard;SP=Homo sapiens;QY=5 fmol	not applicable	PXD003841_QE06980	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=Q Exactive Plus;AC=MS:1002634	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:24;TA=C;MT=Variable	not available	20 ppm	3	1	NT=Data-dependent acquisition;AC=PRIDE:0000627	QE06980.raw	https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/10/PXD003841/QE06980.raw	TG	triplicate sample preparations per dose and protocol; preparation numbers from author Experiment column; no biological replication claimed	Author-deposited Tube-gel-txt.zip summary.txt and parameters.txt; precursor tolerance not recorded	v1.1.0	NT=ms-proteomics;VV=v1.1.0	https://www.ebi.ac.uk/pride/archive/projects/PXD003841 | https://doi.org/10.1002/pmic.201600288	not available	OpenAI Codex-assisted curation with primary-source and archive-file cross-checks	TG_UPS1_5fmol
