source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	characteristics[disease]	characteristics[material type]	characteristics[sampling time]	characteristics[treatment]	characteristics[enrichment process]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[sampling site]	characteristics[culture medium]	characteristics[subcellular fraction]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[ms1 scan range]	comment[scan window lower limit]	comment[scan window upper limit]	factor value[sampling time]	factor value[subcellular fraction]	factor value[treatment]
CDKiPhospho_CDK12-IN-3+TNF_3hour_rep3	Homo sapiens	pleural effusion	3	adult acute monocytic leukemia	cell line	3 hour	CDK12-IN-3 + TNF	enrichment of phosphorylated protein	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	not applicable	20200428_QX0_MaTa_SA_U937_3h_TNF_CDK12IN3_3	proteomic profiling by mass spectrometry	1	20200428_QX0_MaTa_SA_U937_3h_TNF_CDK12IN3_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	300	1650	3 hour	not applicable	CDK12-IN-3 + TNF
CDKiPhospho_CDK12-IN-3+TNF_3hour_rep4	Homo sapiens	pleural effusion	4	adult acute monocytic leukemia	cell line	3 hour	CDK12-IN-3 + TNF	enrichment of phosphorylated protein	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	not applicable	20200428_QX0_MaTa_SA_U937_3h_TNF_CDK12IN3_4	proteomic profiling by mass spectrometry	1	20200428_QX0_MaTa_SA_U937_3h_TNF_CDK12IN3_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	300	1650	3 hour	not applicable	CDK12-IN-3 + TNF
CDKiPhospho_dinaciclib+TNF_3hour_rep1	Homo sapiens	pleural effusion	1	adult acute monocytic leukemia	cell line	3 hour	dinaciclib + TNF	enrichment of phosphorylated protein	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	not applicable	20200428_QX0_MaTa_SA_U937_3h_TNF_Dina_1	proteomic profiling by mass spectrometry	1	20200428_QX0_MaTa_SA_U937_3h_TNF_Dina_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	300	1650	3 hour	not applicable	dinaciclib + TNF
CDKiPhospho_dinaciclib+TNF_3hour_rep2	Homo sapiens	pleural effusion	2	adult acute monocytic leukemia	cell line	3 hour	dinaciclib + TNF	enrichment of phosphorylated protein	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	not applicable	20200428_QX0_MaTa_SA_U937_3h_TNF_Dina_2	proteomic profiling by mass spectrometry	1	20200428_QX0_MaTa_SA_U937_3h_TNF_Dina_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	300	1650	3 hour	not applicable	dinaciclib + TNF
CDKiPhospho_dinaciclib+TNF_3hour_rep3	Homo sapiens	pleural effusion	3	adult acute monocytic leukemia	cell line	3 hour	dinaciclib + TNF	enrichment of phosphorylated protein	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	not applicable	20200428_QX0_MaTa_SA_U937_3h_TNF_Dina_3	proteomic profiling by mass spectrometry	1	20200428_QX0_MaTa_SA_U937_3h_TNF_Dina_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	300	1650	3 hour	not applicable	dinaciclib + TNF
CDKiPhospho_THZ531+TNF_3hour_rep1	Homo sapiens	pleural effusion	1	adult acute monocytic leukemia	cell line	3 hour	THZ531 + TNF	enrichment of phosphorylated protein	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	not applicable	20200428_QX0_MaTa_SA_U937_3h_TNF_THZ_1	proteomic profiling by mass spectrometry	1	20200428_QX0_MaTa_SA_U937_3h_TNF_THZ_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	300	1650	3 hour	not applicable	THZ531 + TNF
CDKiPhospho_THZ531+TNF_3hour_rep2	Homo sapiens	pleural effusion	2	adult acute monocytic leukemia	cell line	3 hour	THZ531 + TNF	enrichment of phosphorylated protein	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	not applicable	20200428_QX0_MaTa_SA_U937_3h_TNF_THZ_2	proteomic profiling by mass spectrometry	1	20200428_QX0_MaTa_SA_U937_3h_TNF_THZ_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	300	1650	3 hour	not applicable	THZ531 + TNF
CDKiPhospho_THZ531+TNF_3hour_rep3	Homo sapiens	pleural effusion	3	adult acute monocytic leukemia	cell line	3 hour	THZ531 + TNF	enrichment of phosphorylated protein	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	not applicable	20200428_QX0_MaTa_SA_U937_3h_TNF_THZ_3	proteomic profiling by mass spectrometry	1	20200428_QX0_MaTa_SA_U937_3h_TNF_THZ_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	300	1650	3 hour	not applicable	THZ531 + TNF
CDKiPhospho_THZ531+TNF_3hour_rep4	Homo sapiens	pleural effusion	4	adult acute monocytic leukemia	cell line	3 hour	THZ531 + TNF	enrichment of phosphorylated protein	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	not applicable	20200428_QX0_MaTa_SA_U937_3h_TNF_THZ_4	proteomic profiling by mass spectrometry	1	20200428_QX0_MaTa_SA_U937_3h_TNF_THZ_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	300	1650	3 hour	not applicable	THZ531 + TNF
CrudeFractionation_proteome_cyto_DMSO_15minute_rep1	Homo sapiens	pleural effusion	1	adult acute monocytic leukemia	cell line	15 minute	DMSO	not applicable	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	cytosol	20200213_QX0_MaTa_SA_U937_cyto_DMSO_1	proteomic profiling by mass spectrometry	1	20200213_QX0_MaTa_SA_U937_cyto_DMSO_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	300	1650	15 minute	cytosol	DMSO
CrudeFractionation_proteome_cyto_DMSO_15minute_rep2	Homo sapiens	pleural effusion	2	adult acute monocytic leukemia	cell line	15 minute	DMSO	not applicable	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	cytosol	20200213_QX0_MaTa_SA_U937_cyto_DMSO_2	proteomic profiling by mass spectrometry	1	20200213_QX0_MaTa_SA_U937_cyto_DMSO_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	300	1650	15 minute	cytosol	DMSO
CrudeFractionation_proteome_cyto_DMSO_15minute_rep3	Homo sapiens	pleural effusion	3	adult acute monocytic leukemia	cell line	15 minute	DMSO	not applicable	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	cytosol	20200213_QX0_MaTa_SA_U937_cyto_DMSO_3	proteomic profiling by mass spectrometry	1	20200213_QX0_MaTa_SA_U937_cyto_DMSO_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	300	1650	15 minute	cytosol	DMSO
CrudeFractionation_proteome_cyto_DMSO_15minute_rep4	Homo sapiens	pleural effusion	4	adult acute monocytic leukemia	cell line	15 minute	DMSO	not applicable	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	cytosol	20200213_QX0_MaTa_SA_U937_cyto_DMSO_4	proteomic profiling by mass spectrometry	1	20200213_QX0_MaTa_SA_U937_cyto_DMSO_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	300	1650	15 minute	cytosol	DMSO
CrudeFractionation_proteome_cyto_TNF_15minute_rep1	Homo sapiens	pleural effusion	1	adult acute monocytic leukemia	cell line	15 minute	TNF	not applicable	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	cytosol	20200213_QX0_MaTa_SA_U937_cyto_TNF_1	proteomic profiling by mass spectrometry	1	20200213_QX0_MaTa_SA_U937_cyto_TNF_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	300	1650	15 minute	cytosol	TNF
CrudeFractionation_proteome_cyto_TNF_15minute_rep2	Homo sapiens	pleural effusion	2	adult acute monocytic leukemia	cell line	15 minute	TNF	not applicable	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	cytosol	20200213_QX0_MaTa_SA_U937_cyto_TNF_2	proteomic profiling by mass spectrometry	1	20200213_QX0_MaTa_SA_U937_cyto_TNF_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	300	1650	15 minute	cytosol	TNF
CrudeFractionation_proteome_cyto_TNF_15minute_rep3	Homo sapiens	pleural effusion	3	adult acute monocytic leukemia	cell line	15 minute	TNF	not applicable	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	cytosol	20200213_QX0_MaTa_SA_U937_cyto_TNF_3	proteomic profiling by mass spectrometry	1	20200213_QX0_MaTa_SA_U937_cyto_TNF_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	300	1650	15 minute	cytosol	TNF
CrudeFractionation_proteome_cyto_TNF_15minute_rep4	Homo sapiens	pleural effusion	4	adult acute monocytic leukemia	cell line	15 minute	TNF	not applicable	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	cytosol	20200213_QX0_MaTa_SA_U937_cyto_TNF_4	proteomic profiling by mass spectrometry	1	20200213_QX0_MaTa_SA_U937_cyto_TNF_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	300	1650	15 minute	cytosol	TNF
CrudeFractionation_proteome_cyto_7-oxozeaenol+TNF_15minute_rep1	Homo sapiens	pleural effusion	1	adult acute monocytic leukemia	cell line	15 minute	7-oxozeaenol + TNF	not applicable	European ancestry	37Y	male	adult	U937	CVCL_0007	U-937	pleural effusion	Roswell Park Memorial Institute 1640 Medium	cytosol	20200213_QX0_MaTa_SA_U937_cyto_TNF_7Oxo_1	proteomic profiling by mass spectrometry	1	20200213_QX0_MaTa_SA_U937_cyto_TNF_7Oxo_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE;27.5% NCE;30% NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	not applicable	NT=orbitrap;AC=MS:1000484	300m/z-1650m/z	300	1650	15 minute	cytosol	7-oxozeaenol + TNF
