source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[disease]	characteristics[depletion]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[individual]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[sample preparation batch]	comment[acquisition date]	comment[ms1 scan range]	comment[ms2 scan range]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	factor value[sample preparation batch]
QC pooled plasma APEM P60 G12	Homo sapiens	blood plasma	not applicable	pooled	pooled	not available	depletion	not available	not available	not available	not available	pooled	20240514_OA2_Evo01_ViAl_SA_FAIMS40_IO17_A556_MOMI_APEM_P60_G12_R01	proteomic profiling by mass spectrometry	1	20240514_OA2_Evo01_ViAl_SA_FAIMS40_IO17_A556_MOMI_APEM_P60_G12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	APEM	2024-05-14	380m/z-980m/z	150m/z-2000m/z	380	980	4	APEM
QC pooled plasma APEM P60 H12	Homo sapiens	blood plasma	not applicable	pooled	pooled	not available	depletion	not available	not available	not available	not available	pooled	20240514_OA2_Evo01_ViAl_SA_FAIMS40_IO17_A556_MOMI_APEM_P60_H12_R01	proteomic profiling by mass spectrometry	1	20240514_OA2_Evo01_ViAl_SA_FAIMS40_IO17_A556_MOMI_APEM_P60_H12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	APEM	2024-05-14	380m/z-980m/z	150m/z-2000m/z	380	980	4	APEM
QC pooled plasma APEM P61 E12	Homo sapiens	blood plasma	not applicable	pooled	pooled	not available	depletion	not available	not available	not available	not available	pooled	20240514_OA2_Evo01_ViAl_SA_FAIMS40_IO17_A556_MOMI_APEM_P61_E12_R01	proteomic profiling by mass spectrometry	1	20240514_OA2_Evo01_ViAl_SA_FAIMS40_IO17_A556_MOMI_APEM_P61_E12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	APEM	2024-05-14	380m/z-980m/z	150m/z-2000m/z	380	980	4	APEM
QC pooled plasma APEM P61 F12	Homo sapiens	blood plasma	not applicable	pooled	pooled	not available	depletion	not available	not available	not available	not available	pooled	20240514_OA2_Evo01_ViAl_SA_FAIMS40_IO17_A556_MOMI_APEM_P61_F12_R01	proteomic profiling by mass spectrometry	1	20240514_OA2_Evo01_ViAl_SA_FAIMS40_IO17_A556_MOMI_APEM_P61_F12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	APEM	2024-05-14	380m/z-980m/z	150m/z-2000m/z	380	980	4	APEM
QC pooled plasma APEM P61 G12	Homo sapiens	blood plasma	not applicable	pooled	pooled	not available	depletion	not available	not available	not available	not available	pooled	20240514_OA2_Evo01_ViAl_SA_FAIMS40_IO17_A556_MOMI_APEM_P61_G12_R01	proteomic profiling by mass spectrometry	1	20240514_OA2_Evo01_ViAl_SA_FAIMS40_IO17_A556_MOMI_APEM_P61_G12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	APEM	2024-05-14	380m/z-980m/z	150m/z-2000m/z	380	980	4	APEM
QC pooled plasma APEM P61 H12	Homo sapiens	blood plasma	not applicable	pooled	pooled	not available	depletion	not available	not available	not available	not available	pooled	20240514_OA2_Evo01_ViAl_SA_FAIMS40_IO17_A556_MOMI_APEM_P61_H12_R01	proteomic profiling by mass spectrometry	1	20240514_OA2_Evo01_ViAl_SA_FAIMS40_IO17_A556_MOMI_APEM_P61_H12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	APEM	2024-05-14	380m/z-980m/z	150m/z-2000m/z	380	980	4	APEM
QC pooled plasma APEM P62 E12	Homo sapiens	blood plasma	not applicable	pooled	pooled	not available	depletion	not available	not available	not available	not available	pooled	20240514_OA2_Evo01_ViAl_SA_FAIMS40_IO17_A556_MOMI_APEM_P62_E12_R01	proteomic profiling by mass spectrometry	1	20240514_OA2_Evo01_ViAl_SA_FAIMS40_IO17_A556_MOMI_APEM_P62_E12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	APEM	2024-05-14	380m/z-980m/z	150m/z-2000m/z	380	980	4	APEM
QC pooled plasma APEM P62 F12	Homo sapiens	blood plasma	not applicable	pooled	pooled	not available	depletion	not available	not available	not available	not available	pooled	20240514_OA2_Evo01_ViAl_SA_FAIMS40_IO17_A556_MOMI_APEM_P62_F12_R01	proteomic profiling by mass spectrometry	1	20240514_OA2_Evo01_ViAl_SA_FAIMS40_IO17_A556_MOMI_APEM_P62_F12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	APEM	2024-05-14	380m/z-980m/z	150m/z-2000m/z	380	980	4	APEM
QC pooled plasma APEM P62 G12	Homo sapiens	blood plasma	not applicable	pooled	pooled	not available	depletion	not available	not available	not available	not available	pooled	20240514_OA2_Evo01_ViAl_SA_FAIMS40_IO17_A556_MOMI_APEM_P62_G12_R01	proteomic profiling by mass spectrometry	1	20240514_OA2_Evo01_ViAl_SA_FAIMS40_IO17_A556_MOMI_APEM_P62_G12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	APEM	2024-05-14	380m/z-980m/z	150m/z-2000m/z	380	980	4	APEM
QC pooled plasma APEM P62 H12	Homo sapiens	blood plasma	not applicable	pooled	pooled	not available	depletion	not available	not available	not available	not available	pooled	20240514_OA2_Evo01_ViAl_SA_FAIMS40_IO17_A556_MOMI_APEM_P62_H12_R01	proteomic profiling by mass spectrometry	1	20240514_OA2_Evo01_ViAl_SA_FAIMS40_IO17_A556_MOMI_APEM_P62_H12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	APEM	2024-05-14	380m/z-980m/z	150m/z-2000m/z	380	980	4	APEM
QC pooled plasma APEM P63 E12	Homo sapiens	blood plasma	not applicable	pooled	pooled	not available	depletion	not available	not available	not available	not available	pooled	20240514_OA2_Evo01_ViAl_SA_FAIMS40_IO17_A556_MOMI_APEM_P63_E12_R01	proteomic profiling by mass spectrometry	1	20240514_OA2_Evo01_ViAl_SA_FAIMS40_IO17_A556_MOMI_APEM_P63_E12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	APEM	2024-05-14	380m/z-980m/z	150m/z-2000m/z	380	980	4	APEM
QC pooled plasma APEM P63 F12	Homo sapiens	blood plasma	not applicable	pooled	pooled	not available	depletion	not available	not available	not available	not available	pooled	20240514_OA2_Evo01_ViAl_SA_FAIMS40_IO17_A556_MOMI_APEM_P63_F12_R01	proteomic profiling by mass spectrometry	1	20240514_OA2_Evo01_ViAl_SA_FAIMS40_IO17_A556_MOMI_APEM_P63_F12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	APEM	2024-05-14	380m/z-980m/z	150m/z-2000m/z	380	980	4	APEM
QC pooled plasma APEM P63 G12	Homo sapiens	blood plasma	not applicable	pooled	pooled	not available	depletion	not available	not available	not available	not available	pooled	20240514_OA2_Evo01_ViAl_SA_FAIMS40_IO17_A556_MOMI_APEM_P63_G12_R01	proteomic profiling by mass spectrometry	1	20240514_OA2_Evo01_ViAl_SA_FAIMS40_IO17_A556_MOMI_APEM_P63_G12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	APEM	2024-05-14	380m/z-980m/z	150m/z-2000m/z	380	980	4	APEM
QC pooled plasma APEM P63 H12	Homo sapiens	blood plasma	not applicable	pooled	pooled	not available	depletion	not available	not available	not available	not available	pooled	20240514_OA2_Evo01_ViAl_SA_FAIMS40_IO17_A556_MOMI_APEM_P63_H12_R01	proteomic profiling by mass spectrometry	1	20240514_OA2_Evo01_ViAl_SA_FAIMS40_IO17_A556_MOMI_APEM_P63_H12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	APEM	2024-05-14	380m/z-980m/z	150m/z-2000m/z	380	980	4	APEM
QC pooled plasma APEM P64 E12	Homo sapiens	blood plasma	not applicable	pooled	pooled	not available	depletion	not available	not available	not available	not available	pooled	20240514_OA2_Evo01_ViAl_SA_FAIMS40_IO17_A556_MOMI_APEM_P64_E12_R01	proteomic profiling by mass spectrometry	1	20240514_OA2_Evo01_ViAl_SA_FAIMS40_IO17_A556_MOMI_APEM_P64_E12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	APEM	2024-05-14	380m/z-980m/z	150m/z-2000m/z	380	980	4	APEM
QC pooled plasma APEM P64 F12	Homo sapiens	blood plasma	not applicable	pooled	pooled	not available	depletion	not available	not available	not available	not available	pooled	20240514_OA2_Evo01_ViAl_SA_FAIMS40_IO17_A556_MOMI_APEM_P64_F12_R01	proteomic profiling by mass spectrometry	1	20240514_OA2_Evo01_ViAl_SA_FAIMS40_IO17_A556_MOMI_APEM_P64_F12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	APEM	2024-05-14	380m/z-980m/z	150m/z-2000m/z	380	980	4	APEM
QC pooled plasma APEM P64 G12	Homo sapiens	blood plasma	not applicable	pooled	pooled	not available	depletion	not available	not available	not available	not available	pooled	20240514_OA2_Evo01_ViAl_SA_FAIMS40_IO17_A556_MOMI_APEM_P64_G12_R01	proteomic profiling by mass spectrometry	1	20240514_OA2_Evo01_ViAl_SA_FAIMS40_IO17_A556_MOMI_APEM_P64_G12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	APEM	2024-05-14	380m/z-980m/z	150m/z-2000m/z	380	980	4	APEM
QC pooled plasma APEM P64 H12	Homo sapiens	blood plasma	not applicable	pooled	pooled	not available	depletion	not available	not available	not available	not available	pooled	20240514_OA2_Evo01_ViAl_SA_FAIMS40_IO17_A556_MOMI_APEM_P64_H12_R01	proteomic profiling by mass spectrometry	1	20240514_OA2_Evo01_ViAl_SA_FAIMS40_IO17_A556_MOMI_APEM_P64_H12_R01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	APEM	2024-05-14	380m/z-980m/z	150m/z-2000m/z	380	980	4	APEM
QC pooled plasma ZLUS P53 E12	Homo sapiens	blood plasma	not applicable	pooled	pooled	not available	depletion	not available	not available	not available	not available	pooled	20240514_OA3_Evo07_ViAl_SA_FAIMS40_IO18_A556_MOMI_ZLUS_P53_E12_R04	proteomic profiling by mass spectrometry	1	20240514_OA3_Evo07_ViAl_SA_FAIMS40_IO18_A556_MOMI_ZLUS_P53_E12_R04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	ZLUS	2024-05-14	380m/z-980m/z	150m/z-2000m/z	380	980	4	ZLUS
QC pooled plasma ZLUS P53 F12	Homo sapiens	blood plasma	not applicable	pooled	pooled	not available	depletion	not available	not available	not available	not available	pooled	20240514_OA3_Evo07_ViAl_SA_FAIMS40_IO18_A556_MOMI_ZLUS_P53_F12_R04	proteomic profiling by mass spectrometry	1	20240514_OA3_Evo07_ViAl_SA_FAIMS40_IO18_A556_MOMI_ZLUS_P53_F12_R04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	ZLUS	2024-05-14	380m/z-980m/z	150m/z-2000m/z	380	980	4	ZLUS
QC pooled plasma ZLUS P53 G12	Homo sapiens	blood plasma	not applicable	pooled	pooled	not available	depletion	not available	not available	not available	not available	pooled	20240514_OA3_Evo07_ViAl_SA_FAIMS40_IO18_A556_MOMI_ZLUS_P53_G12_R04	proteomic profiling by mass spectrometry	1	20240514_OA3_Evo07_ViAl_SA_FAIMS40_IO18_A556_MOMI_ZLUS_P53_G12_R04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	ZLUS	2024-05-14	380m/z-980m/z	150m/z-2000m/z	380	980	4	ZLUS
QC pooled plasma ZLUS P53 H12	Homo sapiens	blood plasma	not applicable	pooled	pooled	not available	depletion	not available	not available	not available	not available	pooled	20240514_OA3_Evo07_ViAl_SA_FAIMS40_IO18_A556_MOMI_ZLUS_P53_H12_R04	proteomic profiling by mass spectrometry	1	20240514_OA3_Evo07_ViAl_SA_FAIMS40_IO18_A556_MOMI_ZLUS_P53_H12_R04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	25% NCE	10 ppm	10 ppm	NT=Dithiothreitol (DTT);AC=PRIDE:0000608	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=asymmetric track lossless time-of-flight analyzer;AC=MS:1003379	ZLUS	2024-05-14	380m/z-980m/z	150m/z-2000m/z	380	980	4	ZLUS
