source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell line]	characteristics[biological replicate]	assay name	technology type	comment[label]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	factor value[cell line]
P41_QGP1_lyse_cysh_f6b	Homo sapiens	Urine	not applicable	cell lysate	1	P41_QGP1_lyse_cysh_f6b	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	P41_QGP1_lyse_cysh_f6b.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
P55_cadoes1_lysate_3ah	Homo sapiens	Urine	not applicable	cell lysate	1	P55_cadoes1_lysate_3ah	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	P55_cadoes1_lysate_3ah.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
P41_QGP1_CM_a10c	Homo sapiens	Urine	not applicable	cell lysate	1	P41_QGP1_CM_a10c	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	P41_QGP1_CM_a10c.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p66_panc_lyse_6ah	Homo sapiens	Urine	not applicable	cell lysate	1	p66_panc_lyse_6ah	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p66_panc_lyse_6ah.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
KMS-26_Lysate_cysH	Homo sapiens	Urine	not applicable	cell lysate	1	KMS-26_Lysate_cysH	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	KMS-26_Lysate_cysH.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p66_a2780_cm_2ah	Homo sapiens	Urine	not applicable	cell lysate	1	p66_a2780_cm_2ah	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p66_a2780_cm_2ah.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
P41_NCIH661_CM_a9c	Homo sapiens	Urine	not applicable	cell lysate	1	P41_NCIH661_CM_a9c	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	P41_NCIH661_CM_a9c.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p58_CORL311_Lysate_1ah	Homo sapiens	Urine	not applicable	cell lysate	1	p58_CORL311_Lysate_1ah	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p58_CORL311_Lysate_1ah.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p26_BICR6_p2_lyse_cysh	Homo sapiens	Urine	not applicable	cell lysate	1	p26_BICR6_p2_lyse_cysh	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p26_BICR6_p2_lyse_cysh.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p88_notpre_BCPAP_lysate_e2_gapdh	Homo sapiens	Urine	not applicable	cell lysate	1	p88_notpre_BCPAP_lysate_e2_gapdh	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p88_notpre_BCPAP_lysate_e2_gapdh.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
KMS-26_Lysate_mix1	Homo sapiens	Urine	not applicable	cell lysate	1	KMS-26_Lysate_mix1	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	KMS-26_Lysate_mix1.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p90_2nd_lysate_IMR32_2ah	Homo sapiens	Urine	not applicable	cell lysate	1	p90_2nd_lysate_IMR32_2ah	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p90_2nd_lysate_IMR32_2ah.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p66_panc_cm_1ah_150813160915	Homo sapiens	Urine	not applicable	cell lysate	1	p66_panc_cm_1ah_150813160915	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p66_panc_cm_1ah_150813160915.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p90_2nd_lysate_IMR32_4ah	Homo sapiens	Urine	not applicable	cell lysate	1	p90_2nd_lysate_IMR32_4ah	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p90_2nd_lysate_IMR32_4ah.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
RPMI-8402_CM_mix9	Homo sapiens	Urine	not applicable	conditioned media	1	RPMI-8402_CM_mix9	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	RPMI-8402_CM_mix9.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	conditioned media
p90_2nd_CM_CL40_cysh	Homo sapiens	Urine	not applicable	cell lysate	1	p90_2nd_CM_CL40_cysh	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p90_2nd_CM_CL40_cysh.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p57_NMCG1_lysate_cysh	Homo sapiens	Urine	not applicable	cell lysate	1	p57_NMCG1_lysate_cysh	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p57_NMCG1_lysate_cysh.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
P55_cadoes1_CM_5ah	Homo sapiens	Urine	not applicable	cell lysate	1	P55_cadoes1_CM_5ah	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	P55_cadoes1_CM_5ah.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p72_serum_set3_cysH	Homo sapiens	Urine	not applicable	cell lysate	1	p72_serum_set3_cysH	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p72_serum_set3_cysH.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p94_2nd_lysate_TT_11ahB	Homo sapiens	Urine	not applicable	cell lysate	1	p94_2nd_lysate_TT_11ahB	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p94_2nd_lysate_TT_11ahB.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
KMS-26_CM_cysH_r2	Homo sapiens	Urine	not applicable	cell lysate	1	KMS-26_CM_cysH_r2	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	KMS-26_CM_cysH_r2.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p94_2nd_lysate_DU4475_cyshB	Homo sapiens	Urine	not applicable	cell lysate	1	p94_2nd_lysate_DU4475_cyshB	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p94_2nd_lysate_DU4475_cyshB.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p88_notpre_BCPAP_CM_g5	Homo sapiens	Urine	not applicable	cell lysate	1	p88_notpre_BCPAP_CM_g5	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p88_notpre_BCPAP_CM_g5.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p66_panc_cm_cysh	Homo sapiens	Urine	not applicable	cell lysate	1	p66_panc_cm_cysh	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p66_panc_cm_cysh.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
KMS-26_CM_mix15	Homo sapiens	Urine	not applicable	cell lysate	1	KMS-26_CM_mix15	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	KMS-26_CM_mix15.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
KMS-26_Lysate_mix5	Homo sapiens	Urine	not applicable	cell lysate	1	KMS-26_Lysate_mix5	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	KMS-26_Lysate_mix5.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
RPMI-8402_CM_mix2	Homo sapiens	Urine	not applicable	conditioned media	1	RPMI-8402_CM_mix2	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	RPMI-8402_CM_mix2.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	conditioned media
p52_Bicr6CM_cysh	Homo sapiens	Urine	not applicable	cell lysate	1	p52_Bicr6CM_cysh	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p52_Bicr6CM_cysh.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
P41_AGS_lyse_d2	Homo sapiens	Urine	not applicable	cell lysate	1	P41_AGS_lyse_d2	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	P41_AGS_lyse_d2.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p94_2nd_lysate_TT_cysh	Homo sapiens	Urine	not applicable	cell lysate	1	p94_2nd_lysate_TT_cysh	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p94_2nd_lysate_TT_cysh.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p94_2nd_lysate_TT_9ahB	Homo sapiens	Urine	not applicable	cell lysate	1	p94_2nd_lysate_TT_9ahB	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p94_2nd_lysate_TT_9ahB.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
P55_Du4475_lysate_10ah	Homo sapiens	Urine	not applicable	cell lysate	1	P55_Du4475_lysate_10ah	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	P55_Du4475_lysate_10ah.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
RPMI-8402_Lysate_mix12_r2	Homo sapiens	Urine	not applicable	conditioned media	1	RPMI-8402_Lysate_mix12_r2	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	RPMI-8402_Lysate_mix12_r2.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	conditioned media
KMS-26_Lysate_mix14	Homo sapiens	Urine	not applicable	cell lysate	1	KMS-26_Lysate_mix14	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	KMS-26_Lysate_mix14.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
P41_NCIH661_CM_cysh_c5c	Homo sapiens	Urine	not applicable	cell lysate	1	P41_NCIH661_CM_cysh_c5c	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	P41_NCIH661_CM_cysh_c5c.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p90_2nd_lysate_HUH6_7ah	Homo sapiens	Urine	not applicable	cell lysate	1	p90_2nd_lysate_HUH6_7ah	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p90_2nd_lysate_HUH6_7ah.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
KMS-26_CM_mix5	Homo sapiens	Urine	not applicable	cell lysate	1	KMS-26_CM_mix5	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	KMS-26_CM_mix5.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
P41_NCIH661_lyse_cysh_f5b	Homo sapiens	Urine	not applicable	cell lysate	1	P41_NCIH661_lyse_cysh_f5b	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	P41_NCIH661_lyse_cysh_f5b.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
KMS-26_CM_mix7	Homo sapiens	Urine	not applicable	cell lysate	1	KMS-26_CM_mix7	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	KMS-26_CM_mix7.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p66_panc_cm_cysh_150820205713	Homo sapiens	Urine	not applicable	cell lysate	1	p66_panc_cm_cysh_150820205713	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p66_panc_cm_cysh_150820205713.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p26_BICR6_p2_CM_cysh	Homo sapiens	Urine	not applicable	cell lysate	1	p26_BICR6_p2_CM_cysh	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p26_BICR6_p2_CM_cysh.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
KMS-26_Lysate_mix12	Homo sapiens	Urine	not applicable	cell lysate	1	KMS-26_Lysate_mix12	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	KMS-26_Lysate_mix12.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
KMS-26_Lysate_mix11	Homo sapiens	Urine	not applicable	cell lysate	1	KMS-26_Lysate_mix11	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	KMS-26_Lysate_mix11.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
KMS-26_CM_mix1	Homo sapiens	Urine	not applicable	cell lysate	1	KMS-26_CM_mix1	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	KMS-26_CM_mix1.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p52_TTlyse_cysh	Homo sapiens	Urine	not applicable	cell lysate	1	p52_TTlyse_cysh	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p52_TTlyse_cysh.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p94_2nd_lysate_DU4475_3ahB	Homo sapiens	Urine	not applicable	cell lysate	1	p94_2nd_lysate_DU4475_3ahB	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p94_2nd_lysate_DU4475_3ahB.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
P55_cadoes1_lysate_2ah	Homo sapiens	Urine	not applicable	cell lysate	1	P55_cadoes1_lysate_2ah	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	P55_cadoes1_lysate_2ah.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
P41_NB1_lyse_d5	Homo sapiens	Urine	not applicable	cell lysate	1	P41_NB1_lyse_d5	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	P41_NB1_lyse_d5.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p90_2nd_lysate_HUH6_6ah	Homo sapiens	Urine	not applicable	cell lysate	1	p90_2nd_lysate_HUH6_6ah	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p90_2nd_lysate_HUH6_6ah.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p66_a2780_cm_3ah	Homo sapiens	Urine	not applicable	cell lysate	1	p66_a2780_cm_3ah	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p66_a2780_cm_3ah.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p88_notpre_HEPG2_lysate_f6	Homo sapiens	Urine	not applicable	cell lysate	1	p88_notpre_HEPG2_lysate_f6	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p88_notpre_HEPG2_lysate_f6.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p55_Du4475_lysate_cysh	Homo sapiens	Urine	not applicable	cell lysate	1	p55_Du4475_lysate_cysh	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p55_Du4475_lysate_cysh.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
RPMI-8402_Lysate_mix2	Homo sapiens	Urine	not applicable	conditioned media	1	RPMI-8402_Lysate_mix2	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	RPMI-8402_Lysate_mix2.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	conditioned media
RPMI-8402_Lysate_mix13	Homo sapiens	Urine	not applicable	conditioned media	1	RPMI-8402_Lysate_mix13	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	RPMI-8402_Lysate_mix13.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	conditioned media
p94_2nd_lysate_OVKate_4ahB	Homo sapiens	Urine	not applicable	cell lysate	1	p94_2nd_lysate_OVKate_4ahB	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p94_2nd_lysate_OVKate_4ahB.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p55_cadoes1_lysate_GAPDH	Homo sapiens	Urine	not applicable	cell lysate	1	p55_cadoes1_lysate_GAPDH	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p55_cadoes1_lysate_GAPDH.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p66_a2780_cm_1ah	Homo sapiens	Urine	not applicable	cell lysate	1	p66_a2780_cm_1ah	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p66_a2780_cm_1ah.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
P41_X22RV1_lyse_d12	Homo sapiens	Urine	not applicable	cell lysate	1	P41_X22RV1_lyse_d12	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	P41_X22RV1_lyse_d12.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
p88_notpre_HEPG2_CM_g6	Homo sapiens	Urine	not applicable	cell lysate	1	p88_notpre_HEPG2_CM_g6	proteomic profiling by mass spectrometry	NT=label free sample;AC=MS:1002038	NT=LTQ Orbitrap Velos;AC=MS:1001742	Data-dependent acquisition	NT=Trypsin;AC=MS:1001251	1	1	p88_notpre_HEPG2_CM_g6.RAW	v1.1.0	NT=ollama-gemma2-9b;VV=v0.1.0	NT=ms-proteomics;VV=v1.1.0	cell lysate
