source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[material type]	characteristics[treatment]	characteristics[age]	characteristics[sex]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[sampling site]	characteristics[culture medium]	characteristics[antibody enrichment]	characteristics[dose]	characteristics[exposure duration]	characteristics[pretreatment]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[sample preparation batch]	comment[ms1 scan range]	comment[elution conditions]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	factor value[antibody enrichment]	factor value[cell line]	factor value[exposure duration]	factor value[pretreatment]	factor value[treatment]
CellLinePanel_SKOV3_DMSO_3	Homo sapiens	ovary	not available	3	ovarian serous cystadenocarcinoma	cell line	Dimethyl Sulfoxide	64Y	female	SKOV3	CVCL_0532	SK-OV-3	ascitic fluid	McCoy's 5A (modified) Medium	N8C_Fab3b	not available	2 hour	not available	20220326_EXPL1_LuHe_SA_H341_SKOV3_DMSO_3	proteomic profiling by mass spectrometry	1	20220326_EXPL1_LuHe_SA_H341_SKOV3_DMSO_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	CellLinePanel	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	SKOV3	2 hour	not available	Dimethyl Sulfoxide
CellLinePanel_SKOV3_MLN_1	Homo sapiens	ovary	not available	1	ovarian serous cystadenocarcinoma	cell line	Pevonedistat	64Y	female	SKOV3	CVCL_0532	SK-OV-3	ascitic fluid	McCoy's 5A (modified) Medium	N8C_Fab3b	1 uM	2 hour	not available	20220326_EXPL1_LuHe_SA_H341_SKOV3_MLN_1	proteomic profiling by mass spectrometry	1	20220326_EXPL1_LuHe_SA_H341_SKOV3_MLN_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	CellLinePanel	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	SKOV3	2 hour	not available	Pevonedistat
CellLinePanel_SKOV3_MLN_2	Homo sapiens	ovary	not available	2	ovarian serous cystadenocarcinoma	cell line	Pevonedistat	64Y	female	SKOV3	CVCL_0532	SK-OV-3	ascitic fluid	McCoy's 5A (modified) Medium	N8C_Fab3b	1 uM	2 hour	not available	20220326_EXPL1_LuHe_SA_H341_SKOV3_MLN_2	proteomic profiling by mass spectrometry	1	20220326_EXPL1_LuHe_SA_H341_SKOV3_MLN_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	CellLinePanel	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	SKOV3	2 hour	not available	Pevonedistat
CellLinePanel_SKOV3_MLN_3	Homo sapiens	ovary	not available	3	ovarian serous cystadenocarcinoma	cell line	Pevonedistat	64Y	female	SKOV3	CVCL_0532	SK-OV-3	ascitic fluid	McCoy's 5A (modified) Medium	N8C_Fab3b	1 uM	2 hour	not available	20220326_EXPL1_LuHe_SA_H341_SKOV3_MLN_3	proteomic profiling by mass spectrometry	1	20220326_EXPL1_LuHe_SA_H341_SKOV3_MLN_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	CellLinePanel	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	SKOV3	2 hour	not available	Pevonedistat
CellLinePanel_CAL33_DMSO_1	Homo sapiens	tongue	not available	1	tongue squamous cell carcinoma	cell line	Dimethyl Sulfoxide	69Y	male	CAL-33	CVCL_1108	CAL-33	tongue	Dulbecco's Modified Eagle Medium	N8C_Fab3b	not available	2 hour	not available	20220421_EXPL1_LuHe_SA_H341_CAL33_DMSO_1	proteomic profiling by mass spectrometry	1	20220421_EXPL1_LuHe_SA_H341_CAL33_DMSO_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	CellLinePanel	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	CAL-33	2 hour	not available	Dimethyl Sulfoxide
CellLinePanel_CAL33_DMSO_2	Homo sapiens	tongue	not available	2	tongue squamous cell carcinoma	cell line	Dimethyl Sulfoxide	69Y	male	CAL-33	CVCL_1108	CAL-33	tongue	Dulbecco's Modified Eagle Medium	N8C_Fab3b	not available	2 hour	not available	20220421_EXPL1_LuHe_SA_H341_CAL33_DMSO_2	proteomic profiling by mass spectrometry	1	20220421_EXPL1_LuHe_SA_H341_CAL33_DMSO_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	CellLinePanel	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	CAL-33	2 hour	not available	Dimethyl Sulfoxide
CellLinePanel_CAL33_DMSO_3	Homo sapiens	tongue	not available	3	tongue squamous cell carcinoma	cell line	Dimethyl Sulfoxide	69Y	male	CAL-33	CVCL_1108	CAL-33	tongue	Dulbecco's Modified Eagle Medium	N8C_Fab3b	not available	2 hour	not available	20220421_EXPL1_LuHe_SA_H341_CAL33_DMSO_3	proteomic profiling by mass spectrometry	1	20220421_EXPL1_LuHe_SA_H341_CAL33_DMSO_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	CellLinePanel	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	CAL-33	2 hour	not available	Dimethyl Sulfoxide
CellLinePanel_CAL33_MLN_1	Homo sapiens	tongue	not available	1	tongue squamous cell carcinoma	cell line	Pevonedistat	69Y	male	CAL-33	CVCL_1108	CAL-33	tongue	Dulbecco's Modified Eagle Medium	N8C_Fab3b	1 uM	2 hour	not available	20220421_EXPL1_LuHe_SA_H341_CAL33_MLN_1	proteomic profiling by mass spectrometry	1	20220421_EXPL1_LuHe_SA_H341_CAL33_MLN_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	CellLinePanel	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	CAL-33	2 hour	not available	Pevonedistat
CellLinePanel_CAL33_MLN_2	Homo sapiens	tongue	not available	2	tongue squamous cell carcinoma	cell line	Pevonedistat	69Y	male	CAL-33	CVCL_1108	CAL-33	tongue	Dulbecco's Modified Eagle Medium	N8C_Fab3b	1 uM	2 hour	not available	20220421_EXPL1_LuHe_SA_H341_CAL33_MLN_2	proteomic profiling by mass spectrometry	1	20220421_EXPL1_LuHe_SA_H341_CAL33_MLN_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	CellLinePanel	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	CAL-33	2 hour	not available	Pevonedistat
CellLinePanel_CAL33_MLN_3	Homo sapiens	tongue	not available	3	tongue squamous cell carcinoma	cell line	Pevonedistat	69Y	male	CAL-33	CVCL_1108	CAL-33	tongue	Dulbecco's Modified Eagle Medium	N8C_Fab3b	1 uM	2 hour	not available	20220421_EXPL1_LuHe_SA_H341_CAL33_MLN_3	proteomic profiling by mass spectrometry	1	20220421_EXPL1_LuHe_SA_H341_CAL33_MLN_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	CellLinePanel	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	CAL-33	2 hour	not available	Pevonedistat
CellLinePanel_HepG2_DMSO_1	Homo sapiens	liver	not available	1	hepatoblastoma	cell line	Dimethyl Sulfoxide	15Y	male	HepG2	CVCL_0027	Hep-G2	liver	Dulbecco's Modified Eagle Medium	N8C_Fab3b	not available	2 hour	not available	20220421_EXPL1_LuHe_SA_H341_HepG2_DMSO_1	proteomic profiling by mass spectrometry	1	20220421_EXPL1_LuHe_SA_H341_HepG2_DMSO_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	CellLinePanel	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	HepG2	2 hour	not available	Dimethyl Sulfoxide
CellLinePanel_HepG2_DMSO_2	Homo sapiens	liver	not available	2	hepatoblastoma	cell line	Dimethyl Sulfoxide	15Y	male	HepG2	CVCL_0027	Hep-G2	liver	Dulbecco's Modified Eagle Medium	N8C_Fab3b	not available	2 hour	not available	20220421_EXPL1_LuHe_SA_H341_HepG2_DMSO_2	proteomic profiling by mass spectrometry	1	20220421_EXPL1_LuHe_SA_H341_HepG2_DMSO_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	CellLinePanel	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	HepG2	2 hour	not available	Dimethyl Sulfoxide
CellLinePanel_HepG2_DMSO_3	Homo sapiens	liver	not available	3	hepatoblastoma	cell line	Dimethyl Sulfoxide	15Y	male	HepG2	CVCL_0027	Hep-G2	liver	Dulbecco's Modified Eagle Medium	N8C_Fab3b	not available	2 hour	not available	20220421_EXPL1_LuHe_SA_H341_HepG2_DMSO_3	proteomic profiling by mass spectrometry	1	20220421_EXPL1_LuHe_SA_H341_HepG2_DMSO_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	CellLinePanel	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	HepG2	2 hour	not available	Dimethyl Sulfoxide
CellLinePanel_HepG2_MLN_1	Homo sapiens	liver	not available	1	hepatoblastoma	cell line	Pevonedistat	15Y	male	HepG2	CVCL_0027	Hep-G2	liver	Dulbecco's Modified Eagle Medium	N8C_Fab3b	1 uM	2 hour	not available	20220421_EXPL1_LuHe_SA_H341_HepG2_MLN_1	proteomic profiling by mass spectrometry	1	20220421_EXPL1_LuHe_SA_H341_HepG2_MLN_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	CellLinePanel	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	HepG2	2 hour	not available	Pevonedistat
CellLinePanel_HepG2_MLN_2	Homo sapiens	liver	not available	2	hepatoblastoma	cell line	Pevonedistat	15Y	male	HepG2	CVCL_0027	Hep-G2	liver	Dulbecco's Modified Eagle Medium	N8C_Fab3b	1 uM	2 hour	not available	20220421_EXPL1_LuHe_SA_H341_HepG2_MLN_2	proteomic profiling by mass spectrometry	1	20220421_EXPL1_LuHe_SA_H341_HepG2_MLN_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	CellLinePanel	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	HepG2	2 hour	not available	Pevonedistat
CellLinePanel_HepG2_MLN_3	Homo sapiens	liver	not available	3	hepatoblastoma	cell line	Pevonedistat	15Y	male	HepG2	CVCL_0027	Hep-G2	liver	Dulbecco's Modified Eagle Medium	N8C_Fab3b	1 uM	2 hour	not available	20220421_EXPL1_LuHe_SA_H341_HepG2_MLN_3	proteomic profiling by mass spectrometry	1	20220421_EXPL1_LuHe_SA_H341_HepG2_MLN_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	CellLinePanel	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	HepG2	2 hour	not available	Pevonedistat
CellLinePanel_PC3_DMSO_1	Homo sapiens	prostate gland	not available	1	prostate carcinoma	cell line	Dimethyl Sulfoxide	62Y	male	PC-3	CVCL_0035	PC-3	bone tissue	Ham's F-12 Nutrient Mixture	N8C_Fab3b	not available	2 hour	not available	20220421_EXPL1_LuHe_SA_H341_PC3_DMSO_1	proteomic profiling by mass spectrometry	1	20220421_EXPL1_LuHe_SA_H341_PC3_DMSO_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	CellLinePanel	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	PC-3	2 hour	not available	Dimethyl Sulfoxide
CellLinePanel_PC3_DMSO_2	Homo sapiens	prostate gland	not available	2	prostate carcinoma	cell line	Dimethyl Sulfoxide	62Y	male	PC-3	CVCL_0035	PC-3	bone tissue	Ham's F-12 Nutrient Mixture	N8C_Fab3b	not available	2 hour	not available	20220421_EXPL1_LuHe_SA_H341_PC3_DMSO_2	proteomic profiling by mass spectrometry	1	20220421_EXPL1_LuHe_SA_H341_PC3_DMSO_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	Data-independent acquisition	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	28 NCE	not available	not available	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=orbitrap;AC=MS:1000484	CellLinePanel	300m/z-1650m/z	60 min gradient	300	1650	not applicable	N8C_Fab3b	PC-3	2 hour	not available	Dimethyl Sulfoxide
