source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[individual]	characteristics[material type]	characteristics[biological replicate]	characteristics[phenotype]	characteristics[strain or breed]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[phenotype]
PXD066926-Sample-58	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	RV_young_rep3	tissue	3	Right ventricle of healthy young mouse, 3 months old	not available	20221126_HJN_mouse_heart_RV_young_3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	1	20221126_HJN_mouse_heart_RV_young_3.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	RV_young
PXD066926-Sample-59	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	RV_young_rep4	tissue	4	Right ventricle of healthy young mouse, 3 months old	not available	20221126_HJN_mouse_heart_RV_young_4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	1	20221126_HJN_mouse_heart_RV_young_4.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	RV_young
PXD066926-Sample-60	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	RV_young_rep5	tissue	5	Right ventricle of healthy young mouse, 3 months old	not available	20221126_HJN_mouse_heart_RV_young_5	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	1	20221126_HJN_mouse_heart_RV_young_5.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	RV_young
PXD066926-Sample-61	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	SepV_middle_rep1	tissue	1	Interventricular septum of healthy middle-aged mouse, 12 months old	not available	20221128_HJN_mouse_heart_SepV_middle_1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	1	20221128_HJN_mouse_heart_SepV_middle_1.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	SepV_middle
PXD066926-Sample-62	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	SepV_middle_rep2	tissue	2	Interventricular septum of healthy middle-aged mouse, 12 months old	not available	20221128_HJN_mouse_heart_SepV_middle_2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	1	20221128_HJN_mouse_heart_SepV_middle_2.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	SepV_middle
PXD066926-Sample-63	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	SepV_middle_rep3	tissue	3	Interventricular septum of healthy middle-aged mouse, 12 months old	not available	20221128_HJN_mouse_heart_SepV_middle_3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	1	20221128_HJN_mouse_heart_SepV_middle_3.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	SepV_middle
PXD066926-Sample-64	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	SepV_middle_rep4	tissue	4	Interventricular septum of healthy middle-aged mouse, 12 months old	not available	20221128_HJN_mouse_heart_SepV_middle_4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	1	20221128_HJN_mouse_heart_SepV_middle_4.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	SepV_middle
PXD066926-Sample-65	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	SepV_middle_rep5	tissue	5	Interventricular septum of healthy middle-aged mouse, 12 months old	not available	20221128_HJN_mouse_heart_SepV_middle_5	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	1	20221128_HJN_mouse_heart_SepV_middle_5.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	SepV_middle
PXD066926-Sample-66	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	SepV_old_rep1	tissue	1	Interventricular septum of healthy aged mouse, 20 months old	not available	20221128_HJN_mouse_heart_SepV_old_1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	1	20221128_HJN_mouse_heart_SepV_old_1.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	SepV_old
PXD066926-Sample-67	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	SepV_old_rep2	tissue	2	Interventricular septum of healthy aged mouse, 20 months old	not available	20221128_HJN_mouse_heart_SepV_old_2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	1	20221128_HJN_mouse_heart_SepV_old_2.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	SepV_old
PXD066926-Sample-68	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	SepV_old_rep3	tissue	3	Interventricular septum of healthy aged mouse, 20 months old	not available	20221128_HJN_mouse_heart_SepV_old_3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	1	20221128_HJN_mouse_heart_SepV_old_3.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	SepV_old
PXD066926-Sample-69	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	SepV_old_rep4	tissue	4	Interventricular septum of healthy aged mouse, 20 months old	not available	20221128_HJN_mouse_heart_SepV_old_4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	1	20221128_HJN_mouse_heart_SepV_old_4.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	SepV_old
PXD066926-Sample-70	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	SepV_old_rep5	tissue	5	Interventricular septum of healthy aged mouse, 20 months old	not available	20221128_HJN_mouse_heart_SepV_old_5	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	1	20221128_HJN_mouse_heart_SepV_old_5.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	SepV_old
PXD066926-Sample-71	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	SepV_young_rep1	tissue	1	Interventricular septum of healthy young mouse, 3 months old	not available	20221128_HJN_mouse_heart_SepV_young_1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	1	20221128_HJN_mouse_heart_SepV_young_1.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	SepV_young
PXD066926-Sample-72	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	SepV_young_rep2	tissue	2	Interventricular septum of healthy young mouse, 3 months old	not available	20221128_HJN_mouse_heart_SepV_young_2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	1	20221128_HJN_mouse_heart_SepV_young_2.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	SepV_young
PXD066926-Sample-73	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	SepV_young_rep3	tissue	3	Interventricular septum of healthy young mouse, 3 months old	not available	20221128_HJN_mouse_heart_SepV_young_3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	1	20221128_HJN_mouse_heart_SepV_young_3.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	SepV_young
PXD066926-Sample-74	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	SepV_young_rep4	tissue	4	Interventricular septum of healthy young mouse, 3 months old	not available	20221128_HJN_mouse_heart_SepV_young_4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	1	20221128_HJN_mouse_heart_SepV_young_4.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	SepV_young
PXD066926-Sample-75	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	SepV_young_rep5	tissue	5	Interventricular septum of healthy young mouse, 3 months old	not available	20221128_HJN_mouse_heart_SepV_young_5	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	1	20221128_HJN_mouse_heart_SepV_young_5.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	SepV_young
PXD066926-Sample-76	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	plasma_middle_rep1	tissue	1	Blood plasma of healthy middle-aged mouse, 12 months old (non-cardiac companion sample set within the same...	not available	20221129_HJN_mouse_ageing_plasma_middle_1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	1	20221129_HJN_mouse_ageing_plasma_middle_1.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	plasma_middle
PXD066926-Sample-77	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	plasma_middle_rep2	tissue	2	Blood plasma of healthy middle-aged mouse, 12 months old (non-cardiac companion sample set within the same...	not available	20221129_HJN_mouse_ageing_plasma_middle_2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	1	20221129_HJN_mouse_ageing_plasma_middle_2.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	plasma_middle
PXD066926-Sample-78	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	plasma_middle_rep3	tissue	3	Blood plasma of healthy middle-aged mouse, 12 months old (non-cardiac companion sample set within the same...	not available	20221129_HJN_mouse_ageing_plasma_middle_3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	1	20221129_HJN_mouse_ageing_plasma_middle_3.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	plasma_middle
PXD066926-Sample-79	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	plasma_middle_rep4	tissue	4	Blood plasma of healthy middle-aged mouse, 12 months old (non-cardiac companion sample set within the same...	not available	20221129_HJN_mouse_ageing_plasma_middle_4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	1	20221129_HJN_mouse_ageing_plasma_middle_4.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	plasma_middle
PXD066926-Sample-80	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	plasma_middle_rep5	tissue	5	Blood plasma of healthy middle-aged mouse, 12 months old (non-cardiac companion sample set within the same...	not available	20221129_HJN_mouse_ageing_plasma_middle_5	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	1	20221129_HJN_mouse_ageing_plasma_middle_5.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	plasma_middle
PXD066926-Sample-81	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	plasma_old_rep1	tissue	1	Blood plasma of healthy aged mouse, 20 months old (non-cardiac companion sample set within the same...	not available	20221129_HJN_mouse_ageing_plasma_old_1	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	1	20221129_HJN_mouse_ageing_plasma_old_1.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	plasma_old
PXD066926-Sample-82	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	plasma_old_rep2	tissue	2	Blood plasma of healthy aged mouse, 20 months old (non-cardiac companion sample set within the same...	not available	20221129_HJN_mouse_ageing_plasma_old_2	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	1	20221129_HJN_mouse_ageing_plasma_old_2.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	plasma_old
PXD066926-Sample-83	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	plasma_old_rep3	tissue	3	Blood plasma of healthy aged mouse, 20 months old (non-cardiac companion sample set within the same...	not available	20221129_HJN_mouse_ageing_plasma_old_3	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	1	20221129_HJN_mouse_ageing_plasma_old_3.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	plasma_old
PXD066926-Sample-84	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	plasma_old_rep4	tissue	4	Blood plasma of healthy aged mouse, 20 months old (non-cardiac companion sample set within the same...	not available	20221129_HJN_mouse_ageing_plasma_old_4	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	1	20221129_HJN_mouse_ageing_plasma_old_4.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	plasma_old
PXD066926-Sample-85	NT=Mus musculus;AC=NCBITaxon:10090	heart	not applicable	NT=normal;AC=PATO:0000461	not available	not available	not available	not available	plasma_old_rep5	tissue	5	Blood plasma of healthy aged mouse, 20 months old (non-cardiac companion sample set within the same...	not available	20221129_HJN_mouse_ageing_plasma_old_5	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Eclipse;AC=MS:1003029	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	1	20221129_HJN_mouse_ageing_plasma_old_5.raw	v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=clinical-metadata;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	plasma_old
