source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]
200216_V2_PM3_PM_DS_POMPU_2018_11_02	200216_V2_PM3_PM_DS_POMPU_2018_11_02	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200216_V2_PM3_PM_DS_POMPU_2018_11_02	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200216_V2_PM3_PM_DS_POMPU_2018_11_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200216_V2_PM3_PM_DS_POMPU_2018_11_07	200216_V2_PM3_PM_DS_POMPU_2018_11_07	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200216_V2_PM3_PM_DS_POMPU_2018_11_07	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200216_V2_PM3_PM_DS_POMPU_2018_11_07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200216_V2_PM3_PM_DS_POMPU_2018_11_12	200216_V2_PM3_PM_DS_POMPU_2018_11_12	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200216_V2_PM3_PM_DS_POMPU_2018_11_12	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200216_V2_PM3_PM_DS_POMPU_2018_11_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200216_V2_PM3_PM_DS_POMPU_2018_11_16	200216_V2_PM3_PM_DS_POMPU_2018_11_16	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200216_V2_PM3_PM_DS_POMPU_2018_11_16	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200216_V2_PM3_PM_DS_POMPU_2018_11_16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200216_V2_PM3_PM_DS_POMPU_2018_11_18	200216_V2_PM3_PM_DS_POMPU_2018_11_18	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200216_V2_PM3_PM_DS_POMPU_2018_11_18	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200216_V2_PM3_PM_DS_POMPU_2018_11_18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200216_V2_PM3_PM_DS_POMPU_2018_11_19	200216_V2_PM3_PM_DS_POMPU_2018_11_19	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200216_V2_PM3_PM_DS_POMPU_2018_11_19	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200216_V2_PM3_PM_DS_POMPU_2018_11_19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200302_V2_PM3_PM_DS_POMPU_2018_12_01	200302_V2_PM3_PM_DS_POMPU_2018_12_01	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200302_V2_PM3_PM_DS_POMPU_2018_12_01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200302_V2_PM3_PM_DS_POMPU_2018_12_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200302_V2_PM3_PM_DS_POMPU_2018_12_04	200302_V2_PM3_PM_DS_POMPU_2018_12_04	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200302_V2_PM3_PM_DS_POMPU_2018_12_04	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200302_V2_PM3_PM_DS_POMPU_2018_12_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200302_V2_PM3_PM_DS_POMPU_2018_12_08	200302_V2_PM3_PM_DS_POMPU_2018_12_08	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200302_V2_PM3_PM_DS_POMPU_2018_12_08	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200302_V2_PM3_PM_DS_POMPU_2018_12_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200302_V2_PM3_PM_DS_POMPU_2018_12_11	200302_V2_PM3_PM_DS_POMPU_2018_12_11	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200302_V2_PM3_PM_DS_POMPU_2018_12_11	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200302_V2_PM3_PM_DS_POMPU_2018_12_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200302_V2_PM3_PM_DS_POMPU_2018_12_13	200302_V2_PM3_PM_DS_POMPU_2018_12_13	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200302_V2_PM3_PM_DS_POMPU_2018_12_13	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200302_V2_PM3_PM_DS_POMPU_2018_12_13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200302_V2_PM3_PM_DS_POMPU_2018_12_17	200302_V2_PM3_PM_DS_POMPU_2018_12_17	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200302_V2_PM3_PM_DS_POMPU_2018_12_17	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200302_V2_PM3_PM_DS_POMPU_2018_12_17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200305_V2_PM3_PM_DS_POMPU_2018_13_02	200305_V2_PM3_PM_DS_POMPU_2018_13_02	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200305_V2_PM3_PM_DS_POMPU_2018_13_02	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200305_V2_PM3_PM_DS_POMPU_2018_13_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200305_V2_PM3_PM_DS_POMPU_2018_13_07	200305_V2_PM3_PM_DS_POMPU_2018_13_07	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200305_V2_PM3_PM_DS_POMPU_2018_13_07	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200305_V2_PM3_PM_DS_POMPU_2018_13_07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200305_V2_PM3_PM_DS_POMPU_2018_13_10	200305_V2_PM3_PM_DS_POMPU_2018_13_10	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200305_V2_PM3_PM_DS_POMPU_2018_13_10	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200305_V2_PM3_PM_DS_POMPU_2018_13_10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200305_V2_PM3_PM_DS_POMPU_2018_13_13	200305_V2_PM3_PM_DS_POMPU_2018_13_13	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200305_V2_PM3_PM_DS_POMPU_2018_13_13	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200305_V2_PM3_PM_DS_POMPU_2018_13_13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200305_V2_PM3_PM_DS_POMPU_2018_13_14	200305_V2_PM3_PM_DS_POMPU_2018_13_14	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200305_V2_PM3_PM_DS_POMPU_2018_13_14	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200305_V2_PM3_PM_DS_POMPU_2018_13_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200305_V2_PM3_PM_DS_POMPU_2018_13_15	200305_V2_PM3_PM_DS_POMPU_2018_13_15	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200305_V2_PM3_PM_DS_POMPU_2018_13_15	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200305_V2_PM3_PM_DS_POMPU_2018_13_15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200311_V2_PM3_PM_DS_POMPU_2018_14_01	200311_V2_PM3_PM_DS_POMPU_2018_14_01	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200311_V2_PM3_PM_DS_POMPU_2018_14_01	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200311_V2_PM3_PM_DS_POMPU_2018_14_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200311_V2_PM3_PM_DS_POMPU_2018_14_03	200311_V2_PM3_PM_DS_POMPU_2018_14_03	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200311_V2_PM3_PM_DS_POMPU_2018_14_03	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200311_V2_PM3_PM_DS_POMPU_2018_14_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200311_V2_PM3_PM_DS_POMPU_2018_14_04	200311_V2_PM3_PM_DS_POMPU_2018_14_04	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200311_V2_PM3_PM_DS_POMPU_2018_14_04	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200311_V2_PM3_PM_DS_POMPU_2018_14_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200311_V2_PM3_PM_DS_POMPU_2018_14_08	200311_V2_PM3_PM_DS_POMPU_2018_14_08	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200311_V2_PM3_PM_DS_POMPU_2018_14_08	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200311_V2_PM3_PM_DS_POMPU_2018_14_08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200311_V2_PM3_PM_DS_POMPU_2018_14_12	200311_V2_PM3_PM_DS_POMPU_2018_14_12	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200311_V2_PM3_PM_DS_POMPU_2018_14_12	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200311_V2_PM3_PM_DS_POMPU_2018_14_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200311_V2_PM3_PM_DS_POMPU_2018_14_16	200311_V2_PM3_PM_DS_POMPU_2018_14_16	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200311_V2_PM3_PM_DS_POMPU_2018_14_16	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200311_V2_PM3_PM_DS_POMPU_2018_14_16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200313_V2_PM3_PM_DS_POMPU_2018_15_02	200313_V2_PM3_PM_DS_POMPU_2018_15_02	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200313_V2_PM3_PM_DS_POMPU_2018_15_02	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200313_V2_PM3_PM_DS_POMPU_2018_15_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200313_V2_PM3_PM_DS_POMPU_2018_15_03	200313_V2_PM3_PM_DS_POMPU_2018_15_03	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200313_V2_PM3_PM_DS_POMPU_2018_15_03	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200313_V2_PM3_PM_DS_POMPU_2018_15_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
200313_V2_PM3_PM_DS_POMPU_2018_15_14	200313_V2_PM3_PM_DS_POMPU_2018_15_14	Prokaryotic environmental samples	not available	not applicable	not available	Proteome_analyses_of_marine_particle-associated_microbes	not available	not available	not available	not available	not available	not available	1	200313_V2_PM3_PM_DS_POMPU_2018_15_14	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=label free sample;AC=MS:1002038	NT=Q Exactive HF;AC=MS:1002523	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Gln->pyro-Glu;AC=UNIMOD:28;TA=Q;MT=Variable	NT=Glu->pyro-Glu;AC=UNIMOD:27;TA=E;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=beam-type collision-induced dissociation;AC=MS:1002481	1	1	200313_V2_PM3_PM_DS_POMPU_2018_15_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	manual curation
