source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[passage number]	characteristics[culture medium]	characteristics[sample storage temperature]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[sdrf template]
exponential_1_f10B2_1ulb	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 109	proteomic profiling by mass spectrometry	2	stationary_2_f14b_130813110035.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	14	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
exponential_1_f10B2_1ulb	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 110	proteomic profiling by mass spectrometry	3	stationary_3_f14B.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	14	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
exponential_1_f10B2_1ulb	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 111	proteomic profiling by mass spectrometry	4	stationary_2_f14B.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	14	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
exponential_1_f10B2_1ulb	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 112	proteomic profiling by mass spectrometry	5	stationary_1_f14_130809174812.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	14	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
exponential_1_f10B2_1ulb	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 113	proteomic profiling by mass spectrometry	1	exponential_1_f16_1ul.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	16	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
exponential_1_f10B2_1ulb	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 114	proteomic profiling by mass spectrometry	2	exponential_2_f16_1ul.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	16	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
exponential_1_f10B2_1ulb	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 115	proteomic profiling by mass spectrometry	3	exponential_3_f16_1ul.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	16	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
exponential_1_f10B2_1ulb	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 116	proteomic profiling by mass spectrometry	4	stationary_2_f10B.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	10	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
exponential_1_f10B2_1ulb	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 117	proteomic profiling by mass spectrometry	5	stationary_3_f10B.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	10	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
exponential_1_f10B2_1ulb	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 118	proteomic profiling by mass spectrometry	6	stationary_1_f10B.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	10	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
exponential_1_f10B2_1ulb	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 119	proteomic profiling by mass spectrometry	1	exponential_2_f17_1ul.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	17	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
exponential_1_f10B2_1ulb	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 120	proteomic profiling by mass spectrometry	2	exponential_3_f17_1ul.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	17	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
exponential_1_f10B2_1ulb	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 121	proteomic profiling by mass spectrometry	3	exponential_1_f17_1ul.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	17	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
exponential_1_f10B2_1ulb	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 122	proteomic profiling by mass spectrometry	1	exponential_1_f11B2_1ulb.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	11	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
exponential_1_f10B2_1ulb	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 123	proteomic profiling by mass spectrometry	2	exponential_2_f11B2_1ulB.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	11	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
exponential_1_f10B2_1ulb	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 124	proteomic profiling by mass spectrometry	3	exponential_3_f11B2_1ulB.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	11	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
exponential_1_f10B2_1ulb	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 125	proteomic profiling by mass spectrometry	1	exponential_3_f7_1ul.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	7	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
exponential_1_f10B2_1ulb	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 126	proteomic profiling by mass spectrometry	2	exponential_1_f7_1ul.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	7	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
exponential_1_f10B2_1ulb	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 127	proteomic profiling by mass spectrometry	3	exponential_2_f7_1ul.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	7	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
exponential_1_f10B2_1ulb	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 128	proteomic profiling by mass spectrometry	1	stationary_1_f13_130809200445.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	13	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
exponential_1_f10B2_1ulb	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 129	proteomic profiling by mass spectrometry	1	exponential_1_f6_1ul.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	6	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
exponential_1_f10B2_1ulb	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 130	proteomic profiling by mass spectrometry	2	exponential_3_f6_1ul.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	6	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
exponential_1_f10B2_1ulb	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 131	proteomic profiling by mass spectrometry	3	exponential_2_f6_1ul.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	6	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
exponential_1_f10B2_1ulb	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 132	proteomic profiling by mass spectrometry	2	stationary_3_f13B.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	13	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
exponential_1_f10B2_1ulb	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 133	proteomic profiling by mass spectrometry	3	stationary_1_f13B.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	13	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
exponential_1_f10B2_1ulb	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 134	proteomic profiling by mass spectrometry	4	stationary_2_f13B.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	13	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
exponential_1_f10B2_1ulb	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 135	proteomic profiling by mass spectrometry	4	stationary_2_f11B.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	11	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
exponential_1_f10B2_1ulb	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 136	proteomic profiling by mass spectrometry	5	stationary_3_f11B.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	11	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
exponential_1_f10B2_1ulb	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 137	proteomic profiling by mass spectrometry	6	stationary_1_f11B.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	11	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
exponential_1_f10B2_1ulb	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 138	proteomic profiling by mass spectrometry	1	exponential_3_f8b_1ul.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	8	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
exponential_1_f10B2_1ulb	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 139	proteomic profiling by mass spectrometry	2	exponential_2_f8b_1ul.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	8	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
exponential_1_f10B2_1ulb	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 140	proteomic profiling by mass spectrometry	3	exponential_1_f8B_1ul.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	8	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
exponential_1_f10B2_1ulb	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 141	proteomic profiling by mass spectrometry	1	exponential_1_f12B2_1ulb.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	12	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
exponential_1_f10B2_1ulb	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 142	proteomic profiling by mass spectrometry	2	exponential_2_f12B2_1ulB.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	12	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
exponential_1_f10B2_1ulb	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 143	proteomic profiling by mass spectrometry	3	exponential_3_f12B2_1ulB.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	12	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
exponential_1_f10B2_1ulb	Escherichia coli	not available	not available	1	not available	not available	not available	not available	not available	not available	not available	run 144	proteomic profiling by mass spectrometry	4	stationary_2_f17D.RAW	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	17	not available	not available	not available	not available	NT=ms-proteomics;VV=v1.1.0
